INTERVAL_DATETIME,REGIONID,LOAD_DATE,OPERATIONAL_DEMAND_POE10,OPERATIONAL_DEMAND_POE50,OPERATIONAL_DEMAND_POE90,LASTCHANGED
1/16/2023 19:30,NSW1,1/16/2023 18:57,9646,9474,9302,1/16/2023 18:57
1/16/2023 20:00,NSW1,1/16/2023 19:27,9464,9295,9126,1/16/2023 19:27
1/16/2023 20:30,NSW1,1/16/2023 19:57,9279,9113,8947,1/16/2023 19:57
1/16/2023 21:00,NSW1,1/16/2023 20:27,8966,8806,8646,1/16/2023 20:27
1/16/2023 21:30,NSW1,1/16/2023 20:57,8774,8617,8460,1/16/2023 20:57
1/16/2023 22:00,NSW1,1/16/2023 21:27,8522,8369,8217,1/16/2023 21:27
1/16/2023 22:30,NSW1,1/16/2023 21:57,8383,8233,8083,1/16/2023 21:57
1/16/2023 23:00,NSW1,1/16/2023 22:27,8181,8035,7889,1/16/2023 22:27
1/16/2023 23:30,NSW1,1/16/2023 22:57,7914,7772,7631,1/16/2023 22:57
1/17/2023 0:00,NSW1,1/16/2023 22:57,7789,7621,7452,1/16/2023 22:57
1/17/2023 0:30,NSW1,1/16/2023 23:57,7507,7373,7239,1/16/2023 23:57
1/17/2023 1:00,NSW1,1/17/2023 0:27,7266,7136,7006,1/17/2023 0:27
1/17/2023 1:30,NSW1,1/17/2023 0:57,6960,6836,6712,1/17/2023 0:57
1/17/2023 2:00,NSW1,1/17/2023 1:27,6769,6649,6528,1/17/2023 1:27
1/17/2023 2:30,NSW1,1/17/2023 1:57,6634,6516,6397,1/17/2023 1:57
1/17/2023 3:00,NSW1,1/17/2023 2:27,6618,6500,6382,1/17/2023 2:27
1/17/2023 3:30,NSW1,1/17/2023 2:57,6628,6509,6391,1/17/2023 2:57
1/17/2023 4:00,NSW1,1/17/2023 3:27,6666,6547,6428,1/17/2023 3:27
1/17/2023 4:30,NSW1,1/17/2023 3:57,6860,6737,6615,1/17/2023 3:57
1/17/2023 5:00,NSW1,1/17/2023 4:27,7003,6878,6753,1/17/2023 4:27
1/17/2023 5:30,NSW1,1/17/2023 4:57,7311,7181,7050,1/17/2023 4:57
1/17/2023 6:00,NSW1,1/17/2023 5:27,7534,7399,7264,1/17/2023 5:27
1/17/2023 6:30,NSW1,1/17/2023 5:57,7715,7577,7439,1/17/2023 5:57
1/17/2023 7:00,NSW1,1/17/2023 6:27,7868,7727,7587,1/17/2023 6:27
1/17/2023 7:30,NSW1,1/17/2023 6:57,7909,7768,7627,1/17/2023 6:57
1/17/2023 8:00,NSW1,1/17/2023 7:27,7863,7722,7582,1/17/2023 7:27
1/17/2023 8:30,NSW1,1/17/2023 7:57,7743,7604,7466,1/17/2023 7:57
1/17/2023 9:00,NSW1,1/17/2023 8:27,7719,7581,7443,1/17/2023 8:27
1/17/2023 9:30,NSW1,1/17/2023 8:57,7649,7513,7376,1/17/2023 8:57
1/17/2023 10:00,NSW1,1/17/2023 9:27,7607,7471,7335,1/17/2023 9:27
1/17/2023 10:30,NSW1,1/17/2023 9:57,7587,7451,7316,1/17/2023 9:57
1/17/2023 11:00,NSW1,1/17/2023 10:27,7457,7324,7191,1/17/2023 10:27
1/17/2023 11:30,NSW1,1/17/2023 10:57,7476,7342,7209,1/17/2023 10:57
1/17/2023 12:00,NSW1,1/17/2023 11:27,7500,7366,7232,1/17/2023 11:27
1/17/2023 12:30,NSW1,1/17/2023 11:57,7499,7365,7231,1/17/2023 11:57
1/17/2023 13:00,NSW1,1/17/2023 12:27,7696,7558,7421,1/17/2023 12:27
1/17/2023 13:30,NSW1,1/17/2023 12:57,7779,7640,7501,1/17/2023 12:57
1/17/2023 14:00,NSW1,1/17/2023 13:27,7916,7775,7633,1/17/2023 13:27
1/17/2023 14:30,NSW1,1/17/2023 13:57,8026,7883,7739,1/17/2023 13:57
1/17/2023 15:00,NSW1,1/17/2023 14:27,8230,8083,7936,1/17/2023 14:27
1/17/2023 15:30,NSW1,1/17/2023 14:57,8545,8393,8240,1/17/2023 14:57
1/17/2023 16:00,NSW1,1/17/2023 15:27,8905,8746,8587,1/17/2023 15:27
1/17/2023 16:30,NSW1,1/17/2023 15:57,9209,9045,8880,1/17/2023 15:57
1/17/2023 17:00,NSW1,1/17/2023 16:27,9613,9442,9270,1/17/2023 16:27
1/17/2023 17:30,NSW1,1/17/2023 16:57,9877,9700,9524,1/17/2023 16:57
1/17/2023 18:00,NSW1,1/17/2023 17:27,10091,9911,9731,1/17/2023 17:27
1/17/2023 18:30,NSW1,1/17/2023 17:57,10128,9947,9766,1/17/2023 17:57
1/17/2023 19:00,NSW1,1/17/2023 18:27,9967,9789,9611,1/17/2023 18:27
1/17/2023 19:30,NSW1,1/17/2023 18:57,9852,9676,9500,1/17/2023 18:57
1/17/2023 20:00,NSW1,1/17/2023 19:27,9660,9488,9315,1/17/2023 19:27
1/17/2023 20:30,NSW1,1/17/2023 19:57,9426,9257,9089,1/17/2023 19:57
1/17/2023 21:00,NSW1,1/17/2023 20:27,9101,8939,8776,1/17/2023 20:27
1/17/2023 21:30,NSW1,1/17/2023 20:57,8904,8745,8586,1/17/2023 20:57
1/17/2023 22:00,NSW1,1/17/2023 21:27,8667,8512,8357,1/17/2023 21:27
1/17/2023 22:30,NSW1,1/17/2023 21:57,8531,8379,8227,1/17/2023 21:57
1/17/2023 23:00,NSW1,1/17/2023 22:27,8266,8119,7971,1/17/2023 22:27
1/17/2023 23:30,NSW1,1/17/2023 22:57,8040,7896,7753,1/17/2023 22:57
1/18/2023 0:00,NSW1,1/17/2023 22:57,7878,7708,7537,1/17/2023 22:57
1/18/2023 0:30,NSW1,1/17/2023 23:57,7709,7571,7434,1/17/2023 23:57
1/18/2023 1:00,NSW1,1/18/2023 0:27,7454,7321,7188,1/18/2023 0:27
1/18/2023 1:30,NSW1,1/18/2023 0:57,7135,7007,6880,1/18/2023 0:57
1/18/2023 2:00,NSW1,1/18/2023 1:27,6946,6822,6698,1/18/2023 1:27
1/18/2023 2:30,NSW1,1/18/2023 1:57,6806,6685,6563,1/18/2023 1:57
1/18/2023 3:00,NSW1,1/18/2023 2:27,6777,6656,6535,1/18/2023 2:27
1/18/2023 3:30,NSW1,1/18/2023 2:57,6719,6599,6479,1/18/2023 2:57
1/18/2023 4:00,NSW1,1/18/2023 3:27,6775,6654,6533,1/18/2023 3:27
1/18/2023 4:30,NSW1,1/18/2023 3:57,6894,6771,6648,1/18/2023 3:57
1/18/2023 5:00,NSW1,1/18/2023 4:27,7052,6926,6800,1/18/2023 4:27
1/18/2023 5:30,NSW1,1/18/2023 4:57,7275,7145,7015,1/18/2023 4:57
1/18/2023 6:00,NSW1,1/18/2023 5:27,7541,7407,7272,1/18/2023 5:27
1/18/2023 6:30,NSW1,1/18/2023 5:57,7724,7586,7448,1/18/2023 5:57
1/18/2023 7:00,NSW1,1/18/2023 6:27,7876,7736,7595,1/18/2023 6:27
1/18/2023 7:30,NSW1,1/18/2023 6:57,7974,7832,7689,1/18/2023 6:57
1/18/2023 8:00,NSW1,1/18/2023 7:27,7887,7747,7606,1/18/2023 7:27
1/18/2023 8:30,NSW1,1/18/2023 7:57,7787,7648,7509,1/18/2023 7:57
1/18/2023 9:00,NSW1,1/18/2023 8:27,7618,7482,7346,1/18/2023 8:27
1/18/2023 9:30,NSW1,1/18/2023 8:57,7460,7327,7193,1/18/2023 8:57
1/18/2023 10:00,NSW1,1/18/2023 9:27,7486,7353,7219,1/18/2023 9:27
1/18/2023 10:30,NSW1,1/18/2023 9:57,7537,7403,7268,1/18/2023 9:57
1/18/2023 11:00,NSW1,1/18/2023 10:27,7692,7554,7417,1/18/2023 10:27
1/18/2023 11:30,NSW1,1/18/2023 10:57,7766,7627,7489,1/18/2023 10:57
1/18/2023 12:00,NSW1,1/18/2023 11:27,7634,7498,7361,1/18/2023 11:27
1/18/2023 12:30,NSW1,1/18/2023 11:57,7938,7796,7655,1/18/2023 11:57
1/18/2023 13:00,NSW1,1/18/2023 12:27,8258,8110,7963,1/18/2023 12:27
1/18/2023 13:30,NSW1,1/18/2023 12:57,8608,8454,8301,1/18/2023 12:57
1/18/2023 14:00,NSW1,1/18/2023 13:27,9173,9009,8845,1/18/2023 13:27
1/18/2023 14:30,NSW1,1/18/2023 13:57,9668,9495,9323,1/18/2023 13:57
1/18/2023 15:00,NSW1,1/18/2023 14:27,9968,9790,9612,1/18/2023 14:27
1/18/2023 15:30,NSW1,1/18/2023 14:57,10309,10125,9941,1/18/2023 14:57
1/18/2023 16:00,NSW1,1/18/2023 15:27,10688,10498,10307,1/18/2023 15:27
1/18/2023 16:30,NSW1,1/18/2023 15:57,10800,10607,10414,1/18/2023 15:57
1/18/2023 17:00,NSW1,1/18/2023 16:27,10920,10725,10530,1/18/2023 16:27
1/18/2023 17:30,NSW1,1/18/2023 16:57,10710,10519,10327,1/18/2023 16:57
1/18/2023 18:00,NSW1,1/18/2023 17:28,10573,10384,10196,1/18/2023 17:28
1/18/2023 18:30,NSW1,1/18/2023 17:57,10494,10307,10119,1/18/2023 17:57
1/18/2023 19:00,NSW1,1/18/2023 18:27,10311,10127,9943,1/18/2023 18:27
1/18/2023 19:30,NSW1,1/18/2023 18:57,10215,10033,9850,1/18/2023 18:57
1/18/2023 20:00,NSW1,1/18/2023 19:27,10110,9929,9749,1/18/2023 19:27
1/18/2023 20:30,NSW1,1/18/2023 19:57,9662,9489,9317,1/18/2023 19:57
1/18/2023 21:00,NSW1,1/18/2023 20:27,9200,9036,8872,1/18/2023 20:27
1/18/2023 21:30,NSW1,1/18/2023 20:57,9013,8852,8691,1/18/2023 20:57
1/18/2023 22:00,NSW1,1/18/2023 21:27,8720,8564,8408,1/18/2023 21:27
1/18/2023 22:30,NSW1,1/18/2023 21:57,8586,8433,8280,1/18/2023 21:57
1/18/2023 23:00,NSW1,1/18/2023 22:27,8385,8235,8085,1/18/2023 22:27
1/18/2023 23:30,NSW1,1/18/2023 22:57,8125,7980,7835,1/18/2023 22:57
1/19/2023 0:00,NSW1,1/18/2023 22:57,7979,7806,7633,1/18/2023 22:57
1/19/2023 0:30,NSW1,1/18/2023 23:57,7710,7604,7498,1/18/2023 23:57
1/19/2023 1:00,NSW1,1/19/2023 0:27,7470,7367,7264,1/19/2023 0:27
1/19/2023 1:30,NSW1,1/19/2023 0:57,7168,7069,6970,1/19/2023 0:57
1/19/2023 2:00,NSW1,1/19/2023 1:27,6968,6872,6776,1/19/2023 1:27
1/19/2023 2:30,NSW1,1/19/2023 1:57,6869,6774,6680,1/19/2023 1:57
1/19/2023 3:00,NSW1,1/19/2023 2:27,6818,6724,6630,1/19/2023 2:27
1/19/2023 3:30,NSW1,1/19/2023 2:57,6757,6664,6571,1/19/2023 2:57
1/19/2023 4:00,NSW1,1/19/2023 3:27,6813,6719,6626,1/19/2023 3:27
1/19/2023 4:30,NSW1,1/19/2023 3:57,6995,6898,6802,1/19/2023 3:57
1/19/2023 5:00,NSW1,1/19/2023 4:27,7179,7081,6982,1/19/2023 4:27
1/19/2023 5:30,NSW1,1/19/2023 4:57,7393,7291,7189,1/19/2023 4:57
1/19/2023 6:00,NSW1,1/19/2023 5:27,7603,7498,7394,1/19/2023 5:27
1/19/2023 6:30,NSW1,1/19/2023 5:57,7873,7765,7656,1/19/2023 5:57
1/19/2023 7:00,NSW1,1/19/2023 6:27,8064,7953,7842,1/19/2023 6:27
1/19/2023 7:30,NSW1,1/19/2023 6:57,8271,8157,8044,1/19/2023 6:57
1/19/2023 8:00,NSW1,1/19/2023 7:27,8328,8213,8099,1/19/2023 7:27
1/19/2023 8:30,NSW1,1/19/2023 7:57,8293,8179,8065,1/19/2023 7:57
1/19/2023 9:00,NSW1,1/19/2023 8:27,8299,8184,8070,1/19/2023 8:27
1/19/2023 9:30,NSW1,1/19/2023 8:57,8215,8102,7989,1/19/2023 8:57
1/19/2023 10:00,NSW1,1/19/2023 9:27,8037,7927,7816,1/19/2023 9:27
1/19/2023 10:30,NSW1,1/19/2023 9:57,7906,7797,7689,1/19/2023 9:57
1/19/2023 11:00,NSW1,1/19/2023 10:27,7822,7714,7607,1/19/2023 10:27
1/19/2023 11:30,NSW1,1/19/2023 10:57,7761,7654,7547,1/19/2023 10:57
1/19/2023 12:00,NSW1,1/19/2023 11:27,7661,7556,7450,1/19/2023 11:27
1/19/2023 12:30,NSW1,1/19/2023 11:57,7562,7458,7354,1/19/2023 11:57
1/19/2023 13:00,NSW1,1/19/2023 12:27,7457,7355,7252,1/19/2023 12:27
1/19/2023 13:30,NSW1,1/19/2023 12:57,7318,7218,7117,1/19/2023 12:57
1/19/2023 14:00,NSW1,1/19/2023 13:27,7496,7393,7290,1/19/2023 13:27
1/19/2023 14:30,NSW1,1/19/2023 13:57,7604,7499,7395,1/19/2023 13:57
1/19/2023 15:00,NSW1,1/19/2023 14:27,7739,7632,7526,1/19/2023 14:27
1/19/2023 15:30,NSW1,1/19/2023 14:57,7835,7728,7620,1/19/2023 14:57
1/19/2023 16:00,NSW1,1/19/2023 15:27,7954,7844,7735,1/19/2023 15:27
1/19/2023 16:30,NSW1,1/19/2023 15:57,8113,8002,7890,1/19/2023 15:57
1/19/2023 17:00,NSW1,1/19/2023 16:27,8318,8204,8089,1/19/2023 16:27
1/19/2023 17:30,NSW1,1/19/2023 16:58,8452,8335,8219,1/19/2023 16:58
1/19/2023 18:00,NSW1,1/19/2023 17:27,8509,8392,8275,1/19/2023 17:27
1/19/2023 18:30,NSW1,1/19/2023 17:57,8473,8356,8240,1/19/2023 17:57
1/19/2023 19:00,NSW1,1/19/2023 18:27,8373,8258,8143,1/19/2023 18:27
1/19/2023 19:30,NSW1,1/19/2023 18:57,8410,8294,8178,1/19/2023 18:57
1/19/2023 20:00,NSW1,1/19/2023 19:27,8408,8292,8177,1/19/2023 19:27
1/19/2023 20:30,NSW1,1/19/2023 19:57,8224,8111,7998,1/19/2023 19:57
1/19/2023 21:00,NSW1,1/19/2023 20:27,7966,7856,7746,1/19/2023 20:27
1/19/2023 21:30,NSW1,1/19/2023 20:57,7950,7841,7731,1/19/2023 20:57
1/19/2023 22:00,NSW1,1/19/2023 21:27,7824,7716,7608,1/19/2023 21:27
1/19/2023 22:30,NSW1,1/19/2023 21:57,7803,7695,7588,1/19/2023 21:57
1/19/2023 23:00,NSW1,1/19/2023 22:27,7635,7529,7424,1/19/2023 22:27
1/19/2023 23:30,NSW1,1/19/2023 22:57,7500,7396,7293,1/19/2023 22:57
1/20/2023 0:00,NSW1,1/19/2023 22:57,7394,7280,7166,1/19/2023 22:57
1/20/2023 0:30,NSW1,1/19/2023 23:57,7194,7095,6996,1/19/2023 23:57
1/20/2023 1:00,NSW1,1/20/2023 0:27,6953,6858,6762,1/20/2023 0:27
1/20/2023 1:30,NSW1,1/20/2023 0:57,6669,6577,6485,1/20/2023 0:57
1/20/2023 2:00,NSW1,1/20/2023 1:27,6500,6411,6321,1/20/2023 1:27
1/20/2023 2:30,NSW1,1/20/2023 1:57,6378,6290,6203,1/20/2023 1:57
1/20/2023 3:00,NSW1,1/20/2023 2:27,6293,6207,6120,1/20/2023 2:27
1/20/2023 3:30,NSW1,1/20/2023 2:57,6297,6211,6124,1/20/2023 2:57
1/20/2023 4:00,NSW1,1/20/2023 3:27,6379,6291,6203,1/20/2023 3:27
1/20/2023 4:30,NSW1,1/20/2023 3:57,6510,6420,6331,1/20/2023 3:57
1/20/2023 5:00,NSW1,1/20/2023 4:27,6682,6590,6498,1/20/2023 4:27
1/20/2023 5:30,NSW1,1/20/2023 4:57,6961,6865,6769,1/20/2023 4:57
1/20/2023 6:00,NSW1,1/20/2023 5:27,7216,7116,7017,1/20/2023 5:27
1/20/2023 6:30,NSW1,1/20/2023 5:57,7412,7310,7208,1/20/2023 5:57
1/20/2023 7:00,NSW1,1/20/2023 6:27,7557,7453,7348,1/20/2023 6:27
1/20/2023 7:30,NSW1,1/20/2023 6:57,7608,7504,7399,1/20/2023 6:57
1/20/2023 8:00,NSW1,1/20/2023 7:27,7707,7601,7495,1/20/2023 7:27
1/20/2023 8:30,NSW1,1/20/2023 7:57,7611,7506,7401,1/20/2023 7:57
1/20/2023 9:00,NSW1,1/20/2023 8:27,7461,7359,7256,1/20/2023 8:27
1/20/2023 9:30,NSW1,1/20/2023 8:57,7485,7382,7279,1/20/2023 8:57
1/20/2023 10:00,NSW1,1/20/2023 9:27,7304,7203,7103,1/20/2023 9:27
1/20/2023 10:30,NSW1,1/20/2023 9:57,7177,7078,6979,1/20/2023 9:57
1/20/2023 11:00,NSW1,1/20/2023 10:27,7224,7125,7025,1/20/2023 10:27
1/20/2023 11:30,NSW1,1/20/2023 10:57,7251,7151,7052,1/20/2023 10:57
1/20/2023 12:00,NSW1,1/20/2023 11:27,7122,7024,6925,1/20/2023 11:27
1/20/2023 12:30,NSW1,1/20/2023 11:57,7295,7194,7094,1/20/2023 11:57
1/20/2023 13:00,NSW1,1/20/2023 12:27,7334,7233,7132,1/20/2023 12:27
1/20/2023 13:30,NSW1,1/20/2023 12:57,7181,7082,6984,1/20/2023 12:57
1/20/2023 14:00,NSW1,1/20/2023 13:27,7240,7140,7041,1/20/2023 13:27
1/20/2023 14:30,NSW1,1/20/2023 13:57,7045,6948,6851,1/20/2023 13:57
1/20/2023 15:00,NSW1,1/20/2023 14:27,7216,7117,7017,1/20/2023 14:27
1/20/2023 15:30,NSW1,1/20/2023 14:57,7381,7279,7178,1/20/2023 14:57
1/20/2023 16:00,NSW1,1/20/2023 15:27,7487,7384,7281,1/20/2023 15:27
1/20/2023 16:30,NSW1,1/20/2023 15:57,7583,7479,7375,1/20/2023 15:57
1/20/2023 17:00,NSW1,1/20/2023 16:27,7825,7717,7610,1/20/2023 16:27
1/20/2023 17:30,NSW1,1/20/2023 16:57,7842,7734,7626,1/20/2023 16:57
1/20/2023 18:00,NSW1,1/20/2023 17:27,7937,7827,7718,1/20/2023 17:27
1/20/2023 18:30,NSW1,1/20/2023 17:57,7986,7876,7766,1/20/2023 17:57
1/20/2023 19:00,NSW1,1/20/2023 18:27,7960,7850,7740,1/20/2023 18:27
1/20/2023 19:30,NSW1,1/20/2023 18:57,7994,7884,7774,1/20/2023 18:57
1/20/2023 20:00,NSW1,1/20/2023 19:27,7996,7886,7775,1/20/2023 19:27
1/20/2023 20:30,NSW1,1/20/2023 19:57,7866,7758,7649,1/20/2023 19:57
1/20/2023 21:00,NSW1,1/20/2023 20:27,7695,7589,7483,1/20/2023 20:27
1/20/2023 21:30,NSW1,1/20/2023 20:57,7689,7583,7478,1/20/2023 20:57
1/20/2023 22:00,NSW1,1/20/2023 21:27,7629,7524,7419,1/20/2023 21:27
1/20/2023 22:30,NSW1,1/20/2023 21:57,7577,7473,7369,1/20/2023 21:57
1/20/2023 23:00,NSW1,1/20/2023 22:27,7487,7384,7280,1/20/2023 22:27
1/20/2023 23:30,NSW1,1/20/2023 22:57,7381,7279,7178,1/20/2023 22:57
1/21/2023 0:00,NSW1,1/20/2023 22:57,7275,7162,7050,1/20/2023 22:57
1/21/2023 0:30,NSW1,1/20/2023 23:57,7136,7020,6905,1/20/2023 23:57
1/21/2023 1:00,NSW1,1/21/2023 0:27,6898,6786,6674,1/21/2023 0:27
1/21/2023 1:30,NSW1,1/21/2023 0:57,6628,6521,6414,1/21/2023 0:57
1/21/2023 2:00,NSW1,1/21/2023 1:28,6425,6321,6217,1/21/2023 1:28
1/21/2023 2:30,NSW1,1/21/2023 1:57,6294,6192,6090,1/21/2023 1:57
1/21/2023 3:00,NSW1,1/21/2023 2:27,6229,6129,6028,1/21/2023 2:27
1/21/2023 3:30,NSW1,1/21/2023 2:57,6147,6048,5948,1/21/2023 2:57
1/21/2023 4:00,NSW1,1/21/2023 3:27,6167,6067,5967,1/21/2023 3:27
1/21/2023 4:30,NSW1,1/21/2023 3:57,6222,6121,6021,1/21/2023 3:57
1/21/2023 5:00,NSW1,1/21/2023 4:28,6291,6189,6088,1/21/2023 4:28
1/21/2023 5:30,NSW1,1/21/2023 4:57,6410,6306,6203,1/21/2023 4:57
1/21/2023 6:00,NSW1,1/21/2023 5:27,6512,6407,6301,1/21/2023 5:27
1/21/2023 6:30,NSW1,1/21/2023 5:57,6627,6520,6413,1/21/2023 5:57
1/21/2023 7:00,NSW1,1/21/2023 6:27,6626,6519,6412,1/21/2023 6:27
1/21/2023 7:30,NSW1,1/21/2023 6:57,6601,6494,6387,1/21/2023 6:57
1/21/2023 8:00,NSW1,1/21/2023 7:27,6414,6310,6207,1/21/2023 7:27
1/21/2023 8:30,NSW1,1/21/2023 7:57,6235,6134,6033,1/21/2023 7:57
1/21/2023 9:00,NSW1,1/21/2023 8:27,5946,5850,5754,1/21/2023 8:27
1/21/2023 9:30,NSW1,1/21/2023 8:57,5930,5834,5738,1/21/2023 8:57
1/21/2023 10:00,NSW1,1/21/2023 9:27,5755,5662,5569,1/21/2023 9:27
1/21/2023 10:30,NSW1,1/21/2023 9:57,5641,5550,5459,1/21/2023 9:57
1/21/2023 11:00,NSW1,1/21/2023 10:27,5515,5426,5336,1/21/2023 10:27
1/21/2023 11:30,NSW1,1/21/2023 10:57,5548,5458,5368,1/21/2023 10:57
1/21/2023 12:00,NSW1,1/21/2023 11:27,5637,5546,5455,1/21/2023 11:27
1/21/2023 12:30,NSW1,1/21/2023 11:57,5428,5340,5253,1/21/2023 11:57
1/21/2023 13:00,NSW1,1/21/2023 12:27,5457,5369,5280,1/21/2023 12:27
1/21/2023 13:30,NSW1,1/21/2023 12:57,5341,5255,5169,1/21/2023 12:57
1/21/2023 14:00,NSW1,1/21/2023 13:27,5478,5390,5301,1/21/2023 13:27
1/21/2023 14:30,NSW1,1/21/2023 13:57,5646,5555,5464,1/21/2023 13:57
1/21/2023 15:00,NSW1,1/21/2023 14:27,5905,5810,5714,1/21/2023 14:27
1/21/2023 15:30,NSW1,1/21/2023 14:57,6347,6245,6142,1/21/2023 14:57
1/21/2023 16:00,NSW1,1/21/2023 15:27,6394,6290,6187,1/21/2023 15:27
1/21/2023 16:30,NSW1,1/21/2023 15:57,6873,6762,6651,1/21/2023 15:57
1/21/2023 17:00,NSW1,1/21/2023 16:27,7322,7203,7085,1/21/2023 16:27
1/21/2023 17:30,NSW1,1/21/2023 16:58,7541,7419,7297,1/21/2023 16:58
1/21/2023 18:00,NSW1,1/21/2023 17:27,7734,7609,7484,1/21/2023 17:27
1/21/2023 18:30,NSW1,1/21/2023 17:57,7820,7693,7567,1/21/2023 17:57
1/21/2023 19:00,NSW1,1/21/2023 18:27,7813,7686,7560,1/21/2023 18:27
1/21/2023 19:30,NSW1,1/21/2023 18:57,7802,7676,7550,1/21/2023 18:57
1/21/2023 20:00,NSW1,1/21/2023 19:27,7859,7732,7605,1/21/2023 19:27
1/21/2023 20:30,NSW1,1/21/2023 19:57,7742,7617,7492,1/21/2023 19:57
1/21/2023 21:00,NSW1,1/21/2023 20:27,7604,7481,7358,1/21/2023 20:27
1/21/2023 21:30,NSW1,1/21/2023 20:57,7517,7395,7274,1/21/2023 20:57
1/21/2023 22:00,NSW1,1/21/2023 21:27,7478,7357,7236,1/21/2023 21:27
1/21/2023 22:30,NSW1,1/21/2023 21:57,7426,7306,7186,1/21/2023 21:57
1/21/2023 23:00,NSW1,1/21/2023 22:27,7251,7133,7016,1/21/2023 22:27
1/21/2023 23:30,NSW1,1/21/2023 22:57,7172,7056,6940,1/21/2023 22:57
1/22/2023 0:00,NSW1,1/21/2023 22:57,7034,6905,6776,1/21/2023 22:57
1/22/2023 0:30,NSW1,1/21/2023 23:57,6839,6729,6618,1/21/2023 23:57
1/22/2023 1:00,NSW1,1/22/2023 0:27,6646,6538,6431,1/22/2023 0:27
1/22/2023 1:30,NSW1,1/22/2023 0:57,6397,6294,6190,1/22/2023 0:57
1/22/2023 2:00,NSW1,1/22/2023 1:28,6251,6150,6049,1/22/2023 1:28
1/22/2023 2:30,NSW1,1/22/2023 1:58,6160,6061,5961,1/22/2023 1:58
1/22/2023 3:00,NSW1,1/22/2023 2:28,6100,6002,5903,1/22/2023 2:28
1/22/2023 3:30,NSW1,1/22/2023 2:58,6050,5953,5855,1/22/2023 2:58
1/22/2023 4:00,NSW1,1/22/2023 3:28,6057,5959,5861,1/22/2023 3:28
1/22/2023 4:30,NSW1,1/22/2023 3:57,6165,6065,5965,1/22/2023 3:57
1/22/2023 5:00,NSW1,1/22/2023 4:27,6145,6045,5946,1/22/2023 4:27
1/22/2023 5:30,NSW1,1/22/2023 4:57,6236,6135,6034,1/22/2023 4:57
1/22/2023 6:00,NSW1,1/22/2023 5:27,6252,6151,6050,1/22/2023 5:27
1/22/2023 6:30,NSW1,1/22/2023 5:57,6371,6268,6165,1/22/2023 5:57
1/22/2023 7:00,NSW1,1/22/2023 6:27,6546,6440,6334,1/22/2023 6:27
1/22/2023 7:30,NSW1,1/22/2023 6:57,6743,6634,6525,1/22/2023 6:57
1/22/2023 8:00,NSW1,1/22/2023 7:27,6862,6751,6640,1/22/2023 7:27
1/22/2023 8:30,NSW1,1/22/2023 7:57,7048,6934,6820,1/22/2023 7:57
1/22/2023 9:00,NSW1,1/22/2023 8:27,7226,7109,6992,1/22/2023 8:27
1/22/2023 9:30,NSW1,1/22/2023 8:57,7211,7094,6977,1/22/2023 8:57
1/22/2023 10:00,NSW1,1/22/2023 9:27,7112,6997,6882,1/22/2023 9:27
1/22/2023 10:30,NSW1,1/22/2023 9:57,7053,6939,6825,1/22/2023 9:57
1/22/2023 11:00,NSW1,1/22/2023 10:27,6760,6651,6542,1/22/2023 10:27
1/22/2023 11:30,NSW1,1/22/2023 10:57,6755,6646,6537,1/22/2023 10:57
1/22/2023 12:00,NSW1,1/22/2023 11:27,6817,6707,6596,1/22/2023 11:27
1/22/2023 12:30,NSW1,1/22/2023 11:57,6780,6670,6561,1/22/2023 11:57
1/22/2023 13:00,NSW1,1/22/2023 12:27,6559,6453,6347,1/22/2023 12:27
1/22/2023 13:30,NSW1,1/22/2023 12:57,6559,6453,6347,1/22/2023 12:57
1/22/2023 14:00,NSW1,1/22/2023 13:27,6672,6564,6456,1/22/2023 13:27
1/22/2023 14:30,NSW1,1/22/2023 13:57,6716,6607,6499,1/22/2023 13:57
1/22/2023 15:00,NSW1,1/22/2023 14:27,6905,6793,6682,1/22/2023 14:27
1/22/2023 15:30,NSW1,1/22/2023 14:58,6962,6849,6737,1/22/2023 14:58
1/22/2023 16:00,NSW1,1/22/2023 15:27,7121,7006,6891,1/22/2023 15:27
1/22/2023 16:30,NSW1,1/22/2023 15:58,7224,7107,6990,1/22/2023 15:58
1/22/2023 17:00,NSW1,1/22/2023 16:28,7407,7287,7168,1/22/2023 16:28
1/22/2023 17:30,NSW1,1/22/2023 16:57,7496,7375,7254,1/22/2023 16:57
1/22/2023 18:00,NSW1,1/22/2023 17:27,7834,7707,7580,1/22/2023 17:27
1/22/2023 18:30,NSW1,1/22/2023 17:57,7826,7699,7572,1/22/2023 17:57
1/22/2023 19:00,NSW1,1/22/2023 18:27,7861,7734,7606,1/22/2023 18:27
1/22/2023 19:30,NSW1,1/22/2023 18:57,7866,7739,7611,1/22/2023 18:57
1/22/2023 20:00,NSW1,1/22/2023 19:27,7889,7762,7634,1/22/2023 19:27
1/22/2023 20:30,NSW1,1/22/2023 19:57,7693,7569,7445,1/22/2023 19:57
1/22/2023 21:00,NSW1,1/22/2023 20:27,7522,7400,7279,1/22/2023 20:27
1/22/2023 21:30,NSW1,1/22/2023 20:57,7417,7297,7177,1/22/2023 20:57
1/22/2023 22:00,NSW1,1/22/2023 21:27,7336,7218,7099,1/22/2023 21:27
1/22/2023 22:30,NSW1,1/22/2023 21:57,7259,7141,7024,1/22/2023 21:57
