INTERVAL_DATETIME,REGIONID,LOAD_DATE,OPERATIONAL_DEMAND_POE10,OPERATIONAL_DEMAND_POE50,OPERATIONAL_DEMAND_POE90,LASTCHANGED
1/1/2023 0:00,NSW1,12/31/2022 22:57,7172,7041,6910,12/31/2022 22:57
1/1/2023 0:30,NSW1,12/31/2022 23:57,6984,6871,6758,12/31/2022 23:57
1/1/2023 1:00,NSW1,1/1/2023 0:27,6772,6662,6553,1/1/2023 0:27
1/1/2023 1:30,NSW1,1/1/2023 0:58,6551,6445,6339,1/1/2023 0:58
1/1/2023 2:00,NSW1,1/1/2023 1:28,6353,6251,6148,1/1/2023 1:28
1/1/2023 2:30,NSW1,1/1/2023 1:58,6227,6126,6025,1/1/2023 1:58
1/1/2023 3:00,NSW1,1/1/2023 2:28,6124,6025,5925,1/1/2023 2:28
1/1/2023 3:30,NSW1,1/1/2023 2:58,6037,5940,5842,1/1/2023 2:58
1/1/2023 4:00,NSW1,1/1/2023 3:28,5984,5887,5790,1/1/2023 3:28
1/1/2023 4:30,NSW1,1/1/2023 3:58,5957,5861,5765,1/1/2023 3:58
1/1/2023 5:00,NSW1,1/1/2023 4:27,5932,5836,5740,1/1/2023 4:27
1/1/2023 5:30,NSW1,1/1/2023 4:57,5881,5786,5691,1/1/2023 4:57
1/1/2023 6:00,NSW1,1/1/2023 5:27,5890,5794,5699,1/1/2023 5:27
1/1/2023 6:30,NSW1,1/1/2023 5:57,5898,5803,5707,1/1/2023 5:57
1/1/2023 7:00,NSW1,1/1/2023 6:28,5863,5768,5674,1/1/2023 6:28
1/1/2023 7:30,NSW1,1/1/2023 6:57,5909,5813,5718,1/1/2023 6:57
1/1/2023 8:00,NSW1,1/1/2023 7:27,5890,5795,5699,1/1/2023 7:27
1/1/2023 8:30,NSW1,1/1/2023 7:57,5876,5781,5686,1/1/2023 7:57
1/1/2023 9:00,NSW1,1/1/2023 8:27,5920,5825,5729,1/1/2023 8:27
1/1/2023 9:30,NSW1,1/1/2023 8:57,5905,5809,5714,1/1/2023 8:57
1/1/2023 10:00,NSW1,1/1/2023 9:27,5902,5807,5711,1/1/2023 9:27
1/1/2023 10:30,NSW1,1/1/2023 9:57,5796,5702,5608,1/1/2023 9:57
1/1/2023 11:00,NSW1,1/1/2023 10:27,5747,5654,5562,1/1/2023 10:27
1/1/2023 11:30,NSW1,1/1/2023 10:57,5633,5542,5450,1/1/2023 10:57
1/1/2023 12:00,NSW1,1/1/2023 11:27,5828,5734,5639,1/1/2023 11:27
1/1/2023 12:30,NSW1,1/1/2023 11:57,5887,5792,5697,1/1/2023 11:57
1/1/2023 13:00,NSW1,1/1/2023 12:27,5768,5675,5581,1/1/2023 12:27
1/1/2023 13:30,NSW1,1/1/2023 12:57,5817,5723,5629,1/1/2023 12:57
1/1/2023 14:00,NSW1,1/1/2023 13:27,5680,5589,5497,1/1/2023 13:27
1/1/2023 14:30,NSW1,1/1/2023 13:57,5945,5849,5753,1/1/2023 13:57
1/1/2023 15:00,NSW1,1/1/2023 14:27,6176,6076,5977,1/1/2023 14:27
1/1/2023 15:30,NSW1,1/1/2023 14:57,6442,6338,6234,1/1/2023 14:57
1/1/2023 16:00,NSW1,1/1/2023 15:27,6731,6622,6513,1/1/2023 15:27
1/1/2023 16:30,NSW1,1/1/2023 15:57,7113,6998,6883,1/1/2023 15:57
1/1/2023 17:00,NSW1,1/1/2023 16:27,7451,7330,7210,1/1/2023 16:27
1/1/2023 17:30,NSW1,1/1/2023 16:57,7814,7688,7562,1/1/2023 16:57
1/1/2023 18:00,NSW1,1/1/2023 17:27,8069,7938,7808,1/1/2023 17:27
1/1/2023 18:30,NSW1,1/1/2023 17:57,8103,7972,7841,1/1/2023 17:57
1/1/2023 19:00,NSW1,1/1/2023 18:27,8130,7998,7867,1/1/2023 18:27
1/1/2023 19:30,NSW1,1/1/2023 18:57,8115,7984,7853,1/1/2023 18:57
1/1/2023 20:00,NSW1,1/1/2023 19:27,8077,7946,7816,1/1/2023 19:27
1/1/2023 20:30,NSW1,1/1/2023 19:57,7999,7870,7741,1/1/2023 19:57
1/1/2023 21:00,NSW1,1/1/2023 20:27,7852,7725,7598,1/1/2023 20:27
1/1/2023 21:30,NSW1,1/1/2023 20:57,7703,7578,7453,1/1/2023 20:57
1/1/2023 22:00,NSW1,1/1/2023 21:27,7617,7494,7371,1/1/2023 21:27
1/1/2023 22:30,NSW1,1/1/2023 21:57,7451,7331,7210,1/1/2023 21:57
1/1/2023 23:00,NSW1,1/1/2023 22:27,7266,7149,7031,1/1/2023 22:27
1/1/2023 23:30,NSW1,1/1/2023 22:57,7085,6970,6856,1/1/2023 22:57
1/2/2023 0:00,NSW1,1/1/2023 22:57,6985,6857,6729,1/1/2023 22:57
1/2/2023 0:30,NSW1,1/1/2023 23:57,6797,6676,6554,1/1/2023 23:57
1/2/2023 1:00,NSW1,1/2/2023 0:27,6575,6458,6340,1/2/2023 0:27
1/2/2023 1:30,NSW1,1/2/2023 0:57,6327,6214,6101,1/2/2023 0:57
1/2/2023 2:00,NSW1,1/2/2023 1:27,6183,6072,5962,1/2/2023 1:27
1/2/2023 2:30,NSW1,1/2/2023 1:57,6120,6011,5902,1/2/2023 1:57
1/2/2023 3:00,NSW1,1/2/2023 2:27,6043,5935,5827,1/2/2023 2:27
1/2/2023 3:30,NSW1,1/2/2023 2:57,6006,5898,5791,1/2/2023 2:57
1/2/2023 4:00,NSW1,1/2/2023 3:27,5999,5892,5785,1/2/2023 3:27
1/2/2023 4:30,NSW1,1/2/2023 3:57,6065,5956,5848,1/2/2023 3:57
1/2/2023 5:00,NSW1,1/2/2023 4:27,6094,5985,5876,1/2/2023 4:27
1/2/2023 5:30,NSW1,1/2/2023 4:57,6159,6049,5939,1/2/2023 4:57
1/2/2023 6:00,NSW1,1/2/2023 5:27,6137,6027,5918,1/2/2023 5:27
1/2/2023 6:30,NSW1,1/2/2023 5:57,6100,5991,5882,1/2/2023 5:57
1/2/2023 7:00,NSW1,1/2/2023 6:27,5951,5845,5739,1/2/2023 6:27
1/2/2023 7:30,NSW1,1/2/2023 6:57,5995,5888,5781,1/2/2023 6:57
1/2/2023 8:00,NSW1,1/2/2023 7:27,5832,5728,5624,1/2/2023 7:27
1/2/2023 8:30,NSW1,1/2/2023 7:57,5698,5596,5494,1/2/2023 7:57
1/2/2023 9:00,NSW1,1/2/2023 8:27,5671,5569,5468,1/2/2023 8:27
1/2/2023 9:30,NSW1,1/2/2023 8:57,5518,5420,5321,1/2/2023 8:57
1/2/2023 10:00,NSW1,1/2/2023 9:27,5595,5495,5395,1/2/2023 9:27
1/2/2023 10:30,NSW1,1/2/2023 9:57,5455,5357,5260,1/2/2023 9:57
1/2/2023 11:00,NSW1,1/2/2023 10:27,5515,5416,5318,1/2/2023 10:27
1/2/2023 11:30,NSW1,1/2/2023 10:57,5498,5400,5301,1/2/2023 10:57
1/2/2023 12:00,NSW1,1/2/2023 11:27,5533,5434,5335,1/2/2023 11:27
1/2/2023 12:30,NSW1,1/2/2023 11:57,5597,5497,5397,1/2/2023 11:57
1/2/2023 13:00,NSW1,1/2/2023 12:27,5642,5541,5440,1/2/2023 12:27
1/2/2023 13:30,NSW1,1/2/2023 12:57,5979,5872,5765,1/2/2023 12:57
1/2/2023 14:00,NSW1,1/2/2023 13:27,6215,6104,5993,1/2/2023 13:27
1/2/2023 14:30,NSW1,1/2/2023 13:57,6414,6299,6184,1/2/2023 13:57
1/2/2023 15:00,NSW1,1/2/2023 14:27,6808,6686,6565,1/2/2023 14:27
1/2/2023 15:30,NSW1,1/2/2023 14:57,7149,7021,6893,1/2/2023 14:57
1/2/2023 16:00,NSW1,1/2/2023 15:27,7713,7575,7437,1/2/2023 15:27
1/2/2023 16:30,NSW1,1/2/2023 15:57,8115,7970,7825,1/2/2023 15:57
1/2/2023 17:00,NSW1,1/2/2023 16:27,8500,8348,8196,1/2/2023 16:27
1/2/2023 17:30,NSW1,1/2/2023 16:57,8403,8253,8103,1/2/2023 16:57
1/2/2023 18:00,NSW1,1/2/2023 17:27,8498,8346,8194,1/2/2023 17:27
1/2/2023 18:30,NSW1,1/2/2023 17:57,8467,8316,8165,1/2/2023 17:57
1/2/2023 19:00,NSW1,1/2/2023 18:27,8388,8238,8088,1/2/2023 18:27
1/2/2023 19:30,NSW1,1/2/2023 18:57,8350,8201,8052,1/2/2023 18:57
1/2/2023 20:00,NSW1,1/2/2023 19:27,8300,8151,8003,1/2/2023 19:27
1/2/2023 20:30,NSW1,1/2/2023 19:57,8198,8051,7905,1/2/2023 19:57
1/2/2023 21:00,NSW1,1/2/2023 20:27,8021,7877,7734,1/2/2023 20:27
1/2/2023 21:30,NSW1,1/2/2023 20:57,7890,7749,7609,1/2/2023 20:57
1/2/2023 22:00,NSW1,1/2/2023 21:27,7796,7657,7518,1/2/2023 21:27
1/2/2023 22:30,NSW1,1/2/2023 21:57,7700,7562,7425,1/2/2023 21:57
1/2/2023 23:00,NSW1,1/2/2023 22:27,7542,7407,7272,1/2/2023 22:27
1/2/2023 23:30,NSW1,1/2/2023 22:57,7387,7255,7123,1/2/2023 22:57
1/3/2023 0:00,NSW1,1/2/2023 22:57,7254,7097,6940,1/2/2023 22:57
1/3/2023 0:30,NSW1,1/2/2023 23:57,7018,6892,6767,1/2/2023 23:57
1/3/2023 1:00,NSW1,1/3/2023 0:27,6751,6631,6510,1/3/2023 0:27
1/3/2023 1:30,NSW1,1/3/2023 0:57,6499,6383,6267,1/3/2023 0:57
1/3/2023 2:00,NSW1,1/3/2023 1:27,6324,6211,6098,1/3/2023 1:27
1/3/2023 2:30,NSW1,1/3/2023 1:57,6205,6094,5983,1/3/2023 1:57
1/3/2023 3:00,NSW1,1/3/2023 2:27,6145,6035,5925,1/3/2023 2:27
1/3/2023 3:30,NSW1,1/3/2023 2:57,6129,6020,5910,1/3/2023 2:57
1/3/2023 4:00,NSW1,1/3/2023 3:27,6142,6033,5923,1/3/2023 3:27
1/3/2023 4:30,NSW1,1/3/2023 3:57,6246,6134,6023,1/3/2023 3:57
1/3/2023 5:00,NSW1,1/3/2023 4:27,6370,6256,6142,1/3/2023 4:27
1/3/2023 5:30,NSW1,1/3/2023 4:57,6539,6423,6306,1/3/2023 4:57
1/3/2023 6:00,NSW1,1/3/2023 5:27,6648,6529,6410,1/3/2023 5:27
1/3/2023 6:30,NSW1,1/3/2023 5:57,6802,6680,6559,1/3/2023 5:57
1/3/2023 7:00,NSW1,1/3/2023 6:27,6832,6710,6588,1/3/2023 6:27
1/3/2023 7:30,NSW1,1/3/2023 6:57,6901,6778,6654,1/3/2023 6:57
1/3/2023 8:00,NSW1,1/3/2023 7:27,6901,6778,6654,1/3/2023 7:27
1/3/2023 8:30,NSW1,1/3/2023 7:57,6756,6635,6515,1/3/2023 7:57
1/3/2023 9:00,NSW1,1/3/2023 8:27,6581,6464,6346,1/3/2023 8:27
1/3/2023 9:30,NSW1,1/3/2023 8:57,6509,6393,6276,1/3/2023 8:57
1/3/2023 10:00,NSW1,1/3/2023 9:27,6478,6363,6247,1/3/2023 9:27
1/3/2023 10:30,NSW1,1/3/2023 9:57,6428,6313,6198,1/3/2023 9:57
1/3/2023 11:00,NSW1,1/3/2023 10:27,6554,6437,6320,1/3/2023 10:27
1/3/2023 11:30,NSW1,1/3/2023 10:57,6648,6529,6410,1/3/2023 10:57
1/3/2023 12:00,NSW1,1/3/2023 11:27,6871,6748,6626,1/3/2023 11:27
1/3/2023 12:30,NSW1,1/3/2023 11:57,6968,6844,6719,1/3/2023 11:57
1/3/2023 13:00,NSW1,1/3/2023 12:27,7145,7018,6890,1/3/2023 12:27
1/3/2023 13:30,NSW1,1/3/2023 12:57,7309,7179,7048,1/3/2023 12:57
1/3/2023 14:00,NSW1,1/3/2023 13:27,7542,7407,7273,1/3/2023 13:27
1/3/2023 14:30,NSW1,1/3/2023 13:57,7887,7746,7605,1/3/2023 13:57
1/3/2023 15:00,NSW1,1/3/2023 14:27,8297,8149,8000,1/3/2023 14:27
1/3/2023 15:30,NSW1,1/3/2023 14:57,8368,8219,8069,1/3/2023 14:57
1/3/2023 16:00,NSW1,1/3/2023 15:27,8938,8778,8618,1/3/2023 15:27
1/3/2023 16:30,NSW1,1/3/2023 15:57,9375,9207,9040,1/3/2023 15:57
1/3/2023 17:00,NSW1,1/3/2023 16:27,9619,9448,9276,1/3/2023 16:27
1/3/2023 17:30,NSW1,1/3/2023 16:58,9592,9421,9250,1/3/2023 16:58
1/3/2023 18:00,NSW1,1/3/2023 17:27,9663,9490,9318,1/3/2023 17:27
1/3/2023 18:30,NSW1,1/3/2023 17:57,9534,9364,9193,1/3/2023 17:57
1/3/2023 19:00,NSW1,1/3/2023 18:27,9393,9225,9057,1/3/2023 18:27
1/3/2023 19:30,NSW1,1/3/2023 18:57,9225,9060,8895,1/3/2023 18:57
1/3/2023 20:00,NSW1,1/3/2023 19:27,9137,8974,8811,1/3/2023 19:27
1/3/2023 20:30,NSW1,1/3/2023 19:57,8920,8761,8602,1/3/2023 19:57
1/3/2023 21:00,NSW1,1/3/2023 20:27,8644,8489,8335,1/3/2023 20:27
1/3/2023 21:30,NSW1,1/3/2023 20:57,8492,8340,8188,1/3/2023 20:57
1/3/2023 22:00,NSW1,1/3/2023 21:27,8309,8161,8012,1/3/2023 21:27
1/3/2023 22:30,NSW1,1/3/2023 21:57,8177,8031,7885,1/3/2023 21:57
1/3/2023 23:00,NSW1,1/3/2023 22:27,7985,7843,7700,1/3/2023 22:27
1/3/2023 23:30,NSW1,1/3/2023 22:57,7725,7587,7449,1/3/2023 22:57
1/4/2023 0:00,NSW1,1/3/2023 22:57,7582,7418,7254,1/3/2023 22:57
1/4/2023 0:30,NSW1,1/3/2023 23:57,7347,7246,7145,1/3/2023 23:57
1/4/2023 1:00,NSW1,1/4/2023 0:27,7096,6998,6901,1/4/2023 0:27
1/4/2023 1:30,NSW1,1/4/2023 0:57,6823,6729,6635,1/4/2023 0:57
1/4/2023 2:00,NSW1,1/4/2023 1:27,6607,6516,6425,1/4/2023 1:27
1/4/2023 2:30,NSW1,1/4/2023 1:57,6502,6412,6323,1/4/2023 1:57
1/4/2023 3:00,NSW1,1/4/2023 2:27,6445,6356,6267,1/4/2023 2:27
1/4/2023 3:30,NSW1,1/4/2023 2:57,6416,6327,6239,1/4/2023 2:57
1/4/2023 4:00,NSW1,1/4/2023 3:27,6431,6343,6254,1/4/2023 3:27
1/4/2023 4:30,NSW1,1/4/2023 3:57,6564,6474,6383,1/4/2023 3:57
1/4/2023 5:00,NSW1,1/4/2023 4:27,6644,6553,6461,1/4/2023 4:27
1/4/2023 5:30,NSW1,1/4/2023 4:57,6844,6750,6656,1/4/2023 4:57
1/4/2023 6:00,NSW1,1/4/2023 5:27,6952,6856,6760,1/4/2023 5:27
1/4/2023 6:30,NSW1,1/4/2023 5:57,7115,7017,6920,1/4/2023 5:57
1/4/2023 7:00,NSW1,1/4/2023 6:27,7231,7132,7032,1/4/2023 6:27
1/4/2023 7:30,NSW1,1/4/2023 6:57,7436,7334,7232,1/4/2023 6:57
1/4/2023 8:00,NSW1,1/4/2023 7:27,7461,7358,7255,1/4/2023 7:27
1/4/2023 8:30,NSW1,1/4/2023 7:57,7323,7222,7121,1/4/2023 7:57
1/4/2023 9:00,NSW1,1/4/2023 8:27,7461,7359,7256,1/4/2023 8:27
1/4/2023 9:30,NSW1,1/4/2023 8:57,7369,7268,7166,1/4/2023 8:57
1/4/2023 10:00,NSW1,1/4/2023 9:27,7369,7268,7166,1/4/2023 9:27
1/4/2023 10:30,NSW1,1/4/2023 9:57,7345,7244,7142,1/4/2023 9:57
1/4/2023 11:00,NSW1,1/4/2023 10:27,7288,7188,7088,1/4/2023 10:27
1/4/2023 11:30,NSW1,1/4/2023 10:57,7444,7341,7239,1/4/2023 10:57
1/4/2023 12:00,NSW1,1/4/2023 11:27,7527,7423,7320,1/4/2023 11:27
1/4/2023 12:30,NSW1,1/4/2023 11:57,7295,7194,7094,1/4/2023 11:57
1/4/2023 13:00,NSW1,1/4/2023 12:27,7375,7273,7172,1/4/2023 12:27
1/4/2023 13:30,NSW1,1/4/2023 12:57,7902,7794,7685,1/4/2023 12:57
1/4/2023 14:00,NSW1,1/4/2023 13:27,8360,8244,8129,1/4/2023 13:27
1/4/2023 14:30,NSW1,1/4/2023 13:57,8257,8143,8030,1/4/2023 13:57
1/4/2023 15:00,NSW1,1/4/2023 14:27,8303,8189,8075,1/4/2023 14:27
1/4/2023 15:30,NSW1,1/4/2023 14:57,8455,8339,8223,1/4/2023 14:57
1/4/2023 16:00,NSW1,1/4/2023 15:27,8473,8356,8240,1/4/2023 15:27
1/4/2023 16:30,NSW1,1/4/2023 15:57,8557,8439,8321,1/4/2023 15:57
1/4/2023 17:00,NSW1,1/4/2023 16:27,8762,8641,8521,1/4/2023 16:27
1/4/2023 17:30,NSW1,1/4/2023 16:58,8770,8649,8529,1/4/2023 16:58
1/4/2023 18:00,NSW1,1/4/2023 17:27,8709,8589,8469,1/4/2023 17:27
1/4/2023 18:30,NSW1,1/4/2023 17:57,8445,8329,8212,1/4/2023 17:57
1/4/2023 19:00,NSW1,1/4/2023 18:27,8361,8246,8131,1/4/2023 18:27
1/4/2023 19:30,NSW1,1/4/2023 18:57,8288,8174,8059,1/4/2023 18:57
1/4/2023 20:00,NSW1,1/4/2023 19:27,8327,8212,8097,1/4/2023 19:27
1/4/2023 20:30,NSW1,1/4/2023 19:57,8156,8043,7931,1/4/2023 19:57
1/4/2023 21:00,NSW1,1/4/2023 20:27,7962,7852,7743,1/4/2023 20:27
1/4/2023 21:30,NSW1,1/4/2023 20:57,7897,7789,7680,1/4/2023 20:57
1/4/2023 22:00,NSW1,1/4/2023 21:27,7802,7695,7587,1/4/2023 21:27
1/4/2023 22:30,NSW1,1/4/2023 21:57,7761,7654,7547,1/4/2023 21:57
1/4/2023 23:00,NSW1,1/4/2023 22:27,7590,7486,7381,1/4/2023 22:27
1/4/2023 23:30,NSW1,1/4/2023 22:57,7405,7303,7201,1/4/2023 22:57
1/5/2023 0:00,NSW1,1/4/2023 22:57,7281,7169,7056,1/4/2023 22:57
1/5/2023 0:30,NSW1,1/4/2023 23:57,7070,6973,6876,1/4/2023 23:57
1/5/2023 1:00,NSW1,1/5/2023 0:27,6867,6772,6678,1/5/2023 0:27
1/5/2023 1:30,NSW1,1/5/2023 0:57,6581,6491,6400,1/5/2023 0:57
1/5/2023 2:00,NSW1,1/5/2023 1:27,6370,6283,6195,1/5/2023 1:27
1/5/2023 2:30,NSW1,1/5/2023 1:57,6265,6178,6092,1/5/2023 1:57
1/5/2023 3:00,NSW1,1/5/2023 2:27,6218,6133,6047,1/5/2023 2:27
1/5/2023 3:30,NSW1,1/5/2023 2:57,6168,6083,5998,1/5/2023 2:57
1/5/2023 4:00,NSW1,1/5/2023 3:27,6192,6106,6021,1/5/2023 3:27
1/5/2023 4:30,NSW1,1/5/2023 3:57,6307,6220,6133,1/5/2023 3:57
1/5/2023 5:00,NSW1,1/5/2023 4:27,6448,6359,6270,1/5/2023 4:27
1/5/2023 5:30,NSW1,1/5/2023 4:57,6660,6568,6476,1/5/2023 4:57
1/5/2023 6:00,NSW1,1/5/2023 5:27,6753,6660,6567,1/5/2023 5:27
1/5/2023 6:30,NSW1,1/5/2023 5:57,6954,6859,6763,1/5/2023 5:57
1/5/2023 7:00,NSW1,1/5/2023 6:27,6977,6881,6785,1/5/2023 6:27
1/5/2023 7:30,NSW1,1/5/2023 6:57,7143,7045,6947,1/5/2023 6:57
1/5/2023 8:00,NSW1,1/5/2023 7:27,7019,6922,6826,1/5/2023 7:27
1/5/2023 8:30,NSW1,1/5/2023 7:57,7154,7056,6957,1/5/2023 7:57
1/5/2023 9:00,NSW1,1/5/2023 8:27,7107,7009,6911,1/5/2023 8:27
1/5/2023 9:30,NSW1,1/5/2023 8:57,6999,6902,6806,1/5/2023 8:57
1/5/2023 10:00,NSW1,1/5/2023 9:27,7000,6904,6807,1/5/2023 9:27
1/5/2023 10:30,NSW1,1/5/2023 9:57,7052,6955,6858,1/5/2023 9:57
1/5/2023 11:00,NSW1,1/5/2023 10:27,6911,6816,6721,1/5/2023 10:27
1/5/2023 11:30,NSW1,1/5/2023 10:57,6781,6688,6594,1/5/2023 10:57
1/5/2023 12:00,NSW1,1/5/2023 11:27,6696,6604,6511,1/5/2023 11:27
1/5/2023 12:30,NSW1,1/5/2023 11:57,6541,6451,6361,1/5/2023 11:57
1/5/2023 13:00,NSW1,1/5/2023 12:27,6365,6277,6190,1/5/2023 12:27
1/5/2023 13:30,NSW1,1/5/2023 12:57,6548,6457,6367,1/5/2023 12:57
1/5/2023 14:00,NSW1,1/5/2023 13:27,6615,6524,6433,1/5/2023 13:27
1/5/2023 14:30,NSW1,1/5/2023 13:57,6616,6525,6434,1/5/2023 13:57
1/5/2023 15:00,NSW1,1/5/2023 14:27,6646,6555,6463,1/5/2023 14:27
1/5/2023 15:30,NSW1,1/5/2023 14:57,6869,6774,6680,1/5/2023 14:57
1/5/2023 16:00,NSW1,1/5/2023 15:27,7324,7223,7122,1/5/2023 15:27
1/5/2023 16:30,NSW1,1/5/2023 15:57,7562,7458,7354,1/5/2023 15:57
1/5/2023 17:00,NSW1,1/5/2023 16:28,7651,7545,7440,1/5/2023 16:28
1/5/2023 17:30,NSW1,1/5/2023 16:58,7964,7854,7744,1/5/2023 16:58
1/5/2023 18:00,NSW1,1/5/2023 17:27,8045,7934,7823,1/5/2023 17:27
1/5/2023 18:30,NSW1,1/5/2023 17:57,8005,7895,7784,1/5/2023 17:57
1/5/2023 19:00,NSW1,1/5/2023 18:27,7967,7857,7748,1/5/2023 18:27
1/5/2023 19:30,NSW1,1/5/2023 18:57,7954,7844,7734,1/5/2023 18:57
1/5/2023 20:00,NSW1,1/5/2023 19:27,8005,7895,7784,1/5/2023 19:27
1/5/2023 20:30,NSW1,1/5/2023 19:57,7857,7749,7640,1/5/2023 19:57
1/5/2023 21:00,NSW1,1/5/2023 20:27,7694,7588,7482,1/5/2023 20:27
1/5/2023 21:30,NSW1,1/5/2023 20:57,7632,7526,7421,1/5/2023 20:57
1/5/2023 22:00,NSW1,1/5/2023 21:27,7575,7470,7366,1/5/2023 21:27
1/5/2023 22:30,NSW1,1/5/2023 21:57,7520,7416,7313,1/5/2023 21:57
1/5/2023 23:00,NSW1,1/5/2023 22:27,7391,7289,7187,1/5/2023 22:27
1/5/2023 23:30,NSW1,1/5/2023 22:57,7252,7152,7052,1/5/2023 22:57
1/6/2023 0:00,NSW1,1/5/2023 22:57,7135,7025,6915,1/5/2023 22:57
1/6/2023 0:30,NSW1,1/5/2023 23:57,6962,6866,6770,1/5/2023 23:57
1/6/2023 1:00,NSW1,1/6/2023 0:27,6739,6646,6553,1/6/2023 0:27
1/6/2023 1:30,NSW1,1/6/2023 0:57,6468,6379,6290,1/6/2023 0:57
1/6/2023 2:00,NSW1,1/6/2023 1:27,6283,6196,6110,1/6/2023 1:27
1/6/2023 2:30,NSW1,1/6/2023 1:57,6137,6053,5968,1/6/2023 1:57
1/6/2023 3:00,NSW1,1/6/2023 2:27,6069,5985,5902,1/6/2023 2:27
1/6/2023 3:30,NSW1,1/6/2023 2:57,6022,5939,5856,1/6/2023 2:57
1/6/2023 4:00,NSW1,1/6/2023 3:27,6005,5922,5839,1/6/2023 3:27
1/6/2023 4:30,NSW1,1/6/2023 3:57,6232,6146,6060,1/6/2023 3:57
1/6/2023 5:00,NSW1,1/6/2023 4:27,6327,6239,6152,1/6/2023 4:27
1/6/2023 5:30,NSW1,1/6/2023 4:57,6552,6461,6371,1/6/2023 4:57
1/6/2023 6:00,NSW1,1/6/2023 5:27,6682,6590,6498,1/6/2023 5:27
1/6/2023 6:30,NSW1,1/6/2023 5:57,6818,6724,6630,1/6/2023 5:57
1/6/2023 7:00,NSW1,1/6/2023 6:27,6802,6708,6615,1/6/2023 6:27
1/6/2023 7:30,NSW1,1/6/2023 6:57,6937,6841,6746,1/6/2023 6:57
1/6/2023 8:00,NSW1,1/6/2023 7:27,6874,6780,6685,1/6/2023 7:27
1/6/2023 8:30,NSW1,1/6/2023 7:57,7013,6916,6819,1/6/2023 7:57
1/6/2023 9:00,NSW1,1/6/2023 8:27,7039,6942,6845,1/6/2023 8:27
1/6/2023 9:30,NSW1,1/6/2023 8:57,7125,7027,6928,1/6/2023 8:57
1/6/2023 10:00,NSW1,1/6/2023 9:27,7122,7024,6926,1/6/2023 9:27
1/6/2023 10:30,NSW1,1/6/2023 9:57,7001,6905,6809,1/6/2023 9:57
1/6/2023 11:00,NSW1,1/6/2023 10:27,6920,6824,6729,1/6/2023 10:27
1/6/2023 11:30,NSW1,1/6/2023 10:57,6638,6546,6455,1/6/2023 10:57
1/6/2023 12:00,NSW1,1/6/2023 11:27,6850,6756,6662,1/6/2023 11:27
1/6/2023 12:30,NSW1,1/6/2023 11:57,6611,6520,6429,1/6/2023 11:57
1/6/2023 13:00,NSW1,1/6/2023 12:27,6654,6562,6470,1/6/2023 12:27
1/6/2023 13:30,NSW1,1/6/2023 12:57,6462,6373,6284,1/6/2023 12:57
1/6/2023 14:00,NSW1,1/6/2023 13:27,6560,6470,6380,1/6/2023 13:27
1/6/2023 14:30,NSW1,1/6/2023 13:57,6793,6700,6606,1/6/2023 13:57
1/6/2023 15:00,NSW1,1/6/2023 14:27,6815,6721,6627,1/6/2023 14:27
1/6/2023 15:30,NSW1,1/6/2023 14:57,6964,6868,6772,1/6/2023 14:57
1/6/2023 16:00,NSW1,1/6/2023 15:27,7170,7071,6973,1/6/2023 15:27
1/6/2023 16:30,NSW1,1/6/2023 15:57,7375,7274,7172,1/6/2023 15:57
1/6/2023 17:00,NSW1,1/6/2023 16:27,7753,7647,7540,1/6/2023 16:27
1/6/2023 17:30,NSW1,1/6/2023 16:57,7782,7674,7567,1/6/2023 16:57
1/6/2023 18:00,NSW1,1/6/2023 17:27,7914,7805,7696,1/6/2023 17:27
1/6/2023 18:30,NSW1,1/6/2023 17:57,8001,7891,7781,1/6/2023 17:57
1/6/2023 19:00,NSW1,1/6/2023 18:27,7921,7812,7703,1/6/2023 18:27
1/6/2023 19:30,NSW1,1/6/2023 18:57,7992,7882,7772,1/6/2023 18:57
1/6/2023 20:00,NSW1,1/6/2023 19:27,8005,7894,7784,1/6/2023 19:27
1/6/2023 20:30,NSW1,1/6/2023 19:57,7874,7766,7657,1/6/2023 19:57
1/6/2023 21:00,NSW1,1/6/2023 20:27,7766,7659,7552,1/6/2023 20:27
1/6/2023 21:30,NSW1,1/6/2023 20:57,7724,7617,7511,1/6/2023 20:57
1/6/2023 22:00,NSW1,1/6/2023 21:27,7630,7525,7420,1/6/2023 21:27
1/6/2023 22:30,NSW1,1/6/2023 21:57,7646,7540,7435,1/6/2023 21:57
1/6/2023 23:00,NSW1,1/6/2023 22:27,7513,7410,7306,1/6/2023 22:27
1/6/2023 23:30,NSW1,1/6/2023 22:57,7408,7306,7204,1/6/2023 22:57
1/7/2023 0:00,NSW1,1/6/2023 22:57,7271,7159,7047,1/6/2023 22:57
1/7/2023 0:30,NSW1,1/6/2023 23:57,7114,6999,6884,1/6/2023 23:57
1/7/2023 1:00,NSW1,1/7/2023 0:27,6858,6747,6637,1/7/2023 0:27
1/7/2023 1:30,NSW1,1/7/2023 0:57,6580,6474,6367,1/7/2023 0:57
1/7/2023 2:00,NSW1,1/7/2023 1:28,6349,6246,6143,1/7/2023 1:28
1/7/2023 2:30,NSW1,1/7/2023 1:57,6200,6100,5999,1/7/2023 1:57
1/7/2023 3:00,NSW1,1/7/2023 2:28,6129,6029,5930,1/7/2023 2:28
