,INTERVAL_DATETIME,REGIONID,LOAD_DATE,OPERATIONAL_DEMAND_POE10,OPERATIONAL_DEMAND_POE50,OPERATIONAL_DEMAND_POE90,LASTCHANGED
1898,2/9/2022 12:30,NSW1,2/9/2022 11:57,6944,6821,6697,2/9/2022 11:57
1899,2/9/2022 13:00,NSW1,2/9/2022 12:27,7140,7013,6885,2/9/2022 12:27
1900,2/9/2022 13:30,NSW1,2/9/2022 12:57,7341,7211,7080,2/9/2022 12:57
1901,2/9/2022 14:00,NSW1,2/9/2022 13:27,7555,7420,7285,2/9/2022 13:27
1902,2/9/2022 14:30,NSW1,2/9/2022 13:57,7744,7606,7468,2/9/2022 13:57
1903,2/9/2022 15:00,NSW1,2/9/2022 14:27,8144,7998,7853,2/9/2022 14:27
1904,2/9/2022 15:30,NSW1,2/9/2022 14:57,8611,8457,8304,2/9/2022 14:57
1905,2/9/2022 16:00,NSW1,2/9/2022 15:27,8952,8793,8633,2/9/2022 15:27
1906,2/9/2022 16:30,NSW1,2/9/2022 15:57,9204,9040,8876,2/9/2022 15:57
1907,2/9/2022 17:00,NSW1,2/9/2022 16:27,9498,9329,9159,2/9/2022 16:27
1908,2/9/2022 17:30,NSW1,2/9/2022 16:57,9782,9607,9433,2/9/2022 16:57
1909,2/9/2022 18:00,NSW1,2/9/2022 17:27,9864,9689,9513,2/9/2022 17:27
1910,2/9/2022 18:30,NSW1,2/9/2022 17:57,9866,9690,9514,2/9/2022 17:57
1911,2/9/2022 19:00,NSW1,2/9/2022 18:27,9762,9588,9414,2/9/2022 18:27
1912,2/9/2022 19:30,NSW1,2/9/2022 18:57,9602,9430,9259,2/9/2022 18:57
1913,2/9/2022 20:00,NSW1,2/9/2022 19:27,9426,9257,9089,2/9/2022 19:27
1914,2/9/2022 20:30,NSW1,2/9/2022 19:57,9100,8938,8775,2/9/2022 19:57
1915,2/9/2022 21:00,NSW1,2/9/2022 20:27,8809,8652,8495,2/9/2022 20:27
1916,2/9/2022 21:30,NSW1,2/9/2022 20:57,8533,8380,8228,2/9/2022 20:57
1917,2/9/2022 22:00,NSW1,2/9/2022 21:27,8337,8188,8039,2/9/2022 21:27
1918,2/9/2022 22:30,NSW1,2/9/2022 21:57,8141,7996,7851,2/9/2022 21:57
1919,2/9/2022 23:00,NSW1,2/9/2022 22:27,7940,7798,7656,2/9/2022 22:27
1920,2/9/2022 23:30,NSW1,2/9/2022 22:57,7689,7552,7415,2/9/2022 22:57
1921,2/10/2022 0:00,NSW1,2/9/2022 22:57,7573,7409,7245,2/9/2022 22:57
1922,2/10/2022 0:30,NSW1,2/9/2022 23:57,7403,7271,7138,2/9/2022 23:57
1923,2/10/2022 1:00,NSW1,2/10/2022 0:27,7123,6996,6869,2/10/2022 0:27
1924,2/10/2022 1:30,NSW1,2/10/2022 0:57,6855,6733,6610,2/10/2022 0:57
1925,2/10/2022 2:00,NSW1,2/10/2022 1:27,6641,6522,6404,2/10/2022 1:27
1926,2/10/2022 2:30,NSW1,2/10/2022 1:57,6508,6392,6275,2/10/2022 1:57
1927,2/10/2022 3:00,NSW1,2/10/2022 2:27,6418,6303,6189,2/10/2022 2:27
1928,2/10/2022 3:30,NSW1,2/10/2022 2:57,6473,6358,6242,2/10/2022 2:57
1929,2/10/2022 4:00,NSW1,2/10/2022 3:27,6525,6408,6292,2/10/2022 3:27
1930,2/10/2022 4:30,NSW1,2/10/2022 3:57,6680,6561,6442,2/10/2022 3:57
1931,2/10/2022 5:00,NSW1,2/10/2022 4:27,6909,6785,6662,2/10/2022 4:27
1932,2/10/2022 5:30,NSW1,2/10/2022 4:57,7278,7148,7018,2/10/2022 4:57
1933,2/10/2022 6:00,NSW1,2/10/2022 5:27,7642,7506,7369,2/10/2022 5:27
1934,2/10/2022 6:30,NSW1,2/10/2022 5:57,7813,7674,7534,2/10/2022 5:57
1935,2/10/2022 7:00,NSW1,2/10/2022 6:27,7813,7674,7534,2/10/2022 6:27
1936,2/10/2022 7:30,NSW1,2/10/2022 6:57,7872,7731,7591,2/10/2022 6:57
1937,2/10/2022 8:00,NSW1,2/10/2022 7:27,7776,7638,7499,2/10/2022 7:27
1938,2/10/2022 8:30,NSW1,2/10/2022 7:57,7609,7473,7337,2/10/2022 7:57
1939,2/10/2022 9:00,NSW1,2/10/2022 8:27,7335,7204,7073,2/10/2022 8:27
1940,2/10/2022 9:30,NSW1,2/10/2022 8:57,7264,7134,7004,2/10/2022 8:57
1941,2/10/2022 10:00,NSW1,2/10/2022 9:27,7249,7119,6990,2/10/2022 9:27
1942,2/10/2022 10:30,NSW1,2/10/2022 9:57,7232,7102,6973,2/10/2022 9:57
1943,2/10/2022 11:00,NSW1,2/10/2022 10:27,7351,7220,7089,2/10/2022 10:27
1944,2/10/2022 11:30,NSW1,2/10/2022 10:57,7482,7348,7214,2/10/2022 10:57
1945,2/10/2022 12:00,NSW1,2/10/2022 11:27,7669,7532,7395,2/10/2022 11:27
1946,2/10/2022 12:30,NSW1,2/10/2022 11:57,8042,7898,7754,2/10/2022 11:57
1947,2/10/2022 13:00,NSW1,2/10/2022 12:27,8330,8182,8033,2/10/2022 12:27
1948,2/10/2022 13:30,NSW1,2/10/2022 12:57,8606,8453,8299,2/10/2022 12:57
1949,2/10/2022 14:00,NSW1,2/10/2022 13:27,8897,8739,8580,2/10/2022 13:27
1950,2/10/2022 14:30,NSW1,2/10/2022 13:57,9338,9171,9004,2/10/2022 13:57
1951,2/10/2022 15:00,NSW1,2/10/2022 14:27,9952,9775,9597,2/10/2022 14:27
1952,2/10/2022 15:30,NSW1,2/10/2022 14:57,10157,9975,9794,2/10/2022 14:57
1953,2/10/2022 16:00,NSW1,2/10/2022 15:27,10220,10037,9855,2/10/2022 15:27
1954,2/10/2022 16:30,NSW1,2/10/2022 15:57,10331,10146,9962,2/10/2022 15:57
1955,2/10/2022 17:00,NSW1,2/10/2022 16:27,10408,10222,10036,2/10/2022 16:27
1956,2/10/2022 17:30,NSW1,2/10/2022 16:57,10582,10393,10204,2/10/2022 16:57
1957,2/10/2022 18:00,NSW1,2/10/2022 17:27,10545,10357,10168,2/10/2022 17:27
1958,2/10/2022 18:30,NSW1,2/10/2022 17:57,10537,10349,10161,2/10/2022 17:57
1959,2/10/2022 19:00,NSW1,2/10/2022 18:27,10391,10205,10020,2/10/2022 18:27
1960,2/10/2022 19:30,NSW1,2/10/2022 18:57,10252,10069,9886,2/10/2022 18:57
1961,2/10/2022 20:00,NSW1,2/10/2022 19:27,9995,9817,9638,2/10/2022 19:27
1962,2/10/2022 20:30,NSW1,2/10/2022 19:57,9613,9441,9269,2/10/2022 19:57
1963,2/10/2022 21:00,NSW1,2/10/2022 20:27,9210,9045,8881,2/10/2022 20:27
1964,2/10/2022 21:30,NSW1,2/10/2022 20:57,8901,8742,8583,2/10/2022 20:57
1965,2/10/2022 22:00,NSW1,2/10/2022 21:27,8569,8416,8263,2/10/2022 21:27
1966,2/10/2022 22:30,NSW1,2/10/2022 21:57,8397,8247,8097,2/10/2022 21:57
1967,2/10/2022 23:00,NSW1,2/10/2022 22:27,8183,8037,7890,2/10/2022 22:27
1968,2/10/2022 23:30,NSW1,2/10/2022 22:57,7930,7788,7647,2/10/2022 22:57
1969,2/11/2022 0:00,NSW1,2/10/2022 22:57,7787,7619,7450,2/10/2022 22:57
1970,2/11/2022 0:30,NSW1,2/10/2022 23:57,7498,7395,7292,2/10/2022 23:57
1971,2/11/2022 1:00,NSW1,2/11/2022 0:27,7270,7170,7070,2/11/2022 0:27
1972,2/11/2022 1:30,NSW1,2/11/2022 0:57,7005,6909,6812,2/11/2022 0:57
1973,2/11/2022 2:00,NSW1,2/11/2022 1:27,6808,6715,6621,2/11/2022 1:27
1974,2/11/2022 2:30,NSW1,2/11/2022 1:57,6682,6590,6498,2/11/2022 1:57
1975,2/11/2022 3:00,NSW1,2/11/2022 2:27,6623,6532,6441,2/11/2022 2:27
1976,2/11/2022 3:30,NSW1,2/11/2022 2:57,6621,6530,6439,2/11/2022 2:57
1977,2/11/2022 4:00,NSW1,2/11/2022 3:27,6644,6552,6461,2/11/2022 3:27
1978,2/11/2022 4:30,NSW1,2/11/2022 3:57,6837,6743,6648,2/11/2022 3:57
1979,2/11/2022 5:00,NSW1,2/11/2022 4:27,7024,6927,6831,2/11/2022 4:27
1980,2/11/2022 5:30,NSW1,2/11/2022 4:57,7455,7353,7250,2/11/2022 4:57
1981,2/11/2022 6:00,NSW1,2/11/2022 5:27,7778,7671,7564,2/11/2022 5:27
1982,2/11/2022 6:30,NSW1,2/11/2022 5:57,8015,7905,7794,2/11/2022 5:57
1983,2/11/2022 7:00,NSW1,2/11/2022 6:27,8157,8045,7932,2/11/2022 6:27
1984,2/11/2022 7:30,NSW1,2/11/2022 6:57,8041,7930,7820,2/11/2022 6:57
1985,2/11/2022 8:00,NSW1,2/11/2022 7:27,8049,7938,7827,2/11/2022 7:27
1986,2/11/2022 8:30,NSW1,2/11/2022 7:57,8153,8041,7929,2/11/2022 7:57
1987,2/11/2022 9:00,NSW1,2/11/2022 8:27,8078,7967,7856,2/11/2022 8:27
1988,2/11/2022 9:30,NSW1,2/11/2022 8:57,8082,7970,7859,2/11/2022 8:57
1989,2/11/2022 10:00,NSW1,2/11/2022 9:27,8104,7993,7881,2/11/2022 9:27
1990,2/11/2022 10:30,NSW1,2/11/2022 9:57,8033,7923,7812,2/11/2022 9:57
1991,2/11/2022 11:00,NSW1,2/11/2022 10:27,7931,7822,7713,2/11/2022 10:27
1992,2/11/2022 11:30,NSW1,2/11/2022 10:57,7832,7725,7617,2/11/2022 10:57
1993,2/11/2022 12:00,NSW1,2/11/2022 11:27,7936,7826,7717,2/11/2022 11:27
1994,2/11/2022 12:30,NSW1,2/11/2022 11:57,7905,7796,7687,2/11/2022 11:57
1995,2/11/2022 13:00,NSW1,2/11/2022 12:27,7874,7766,7658,2/11/2022 12:27
1996,2/11/2022 13:30,NSW1,2/11/2022 12:57,7720,7613,7507,2/11/2022 12:57
1997,2/11/2022 14:00,NSW1,2/11/2022 13:27,7614,7509,7404,2/11/2022 13:27
1998,2/11/2022 14:30,NSW1,2/11/2022 13:57,7702,7596,7490,2/11/2022 13:57
1999,2/11/2022 15:00,NSW1,2/11/2022 14:27,8093,7982,7870,2/11/2022 14:27
2000,2/11/2022 15:30,NSW1,2/11/2022 14:57,8189,8076,7963,2/11/2022 14:57
2001,2/11/2022 16:00,NSW1,2/11/2022 15:27,8431,8315,8199,2/11/2022 15:27
2002,2/11/2022 16:30,NSW1,2/11/2022 15:57,8516,8399,8282,2/11/2022 15:57
2003,2/11/2022 17:00,NSW1,2/11/2022 16:27,8471,8355,8238,2/11/2022 16:27
2004,2/11/2022 17:30,NSW1,2/11/2022 16:57,8607,8488,8370,2/11/2022 16:57
2005,2/11/2022 18:00,NSW1,2/11/2022 17:27,8505,8388,8271,2/11/2022 17:27
2006,2/11/2022 18:30,NSW1,2/11/2022 17:57,8527,8410,8292,2/11/2022 17:57
2007,2/11/2022 19:00,NSW1,2/11/2022 18:27,8405,8289,8174,2/11/2022 18:27
2008,2/11/2022 19:30,NSW1,2/11/2022 18:57,8496,8379,8262,2/11/2022 18:57
2009,2/11/2022 20:00,NSW1,2/11/2022 19:27,8324,8210,8095,2/11/2022 19:27
2010,2/11/2022 20:30,NSW1,2/11/2022 19:57,8243,8129,8016,2/11/2022 19:57
2011,2/11/2022 21:00,NSW1,2/11/2022 20:27,8018,7907,7797,2/11/2022 20:27
2012,2/11/2022 21:30,NSW1,2/11/2022 20:57,7935,7826,7717,2/11/2022 20:57
2013,2/11/2022 22:00,NSW1,2/11/2022 21:27,7879,7771,7662,2/11/2022 21:27
2014,2/11/2022 22:30,NSW1,2/11/2022 21:57,7824,7716,7609,2/11/2022 21:57
2015,2/11/2022 23:00,NSW1,2/11/2022 22:27,7689,7583,7477,2/11/2022 22:27
2016,2/11/2022 23:30,NSW1,2/11/2022 22:57,7574,7469,7365,2/11/2022 22:57
2017,2/12/2022 0:00,NSW1,2/11/2022 22:57,7444,7329,7214,2/11/2022 22:57
2018,2/12/2022 0:30,NSW1,2/11/2022 23:57,7245,7128,7010,2/11/2022 23:57
2019,2/12/2022 1:00,NSW1,2/12/2022 0:27,6960,6847,6735,2/12/2022 0:27
2020,2/12/2022 1:30,NSW1,2/12/2022 0:57,6721,6612,6503,2/12/2022 0:57
2021,2/12/2022 2:00,NSW1,2/12/2022 1:27,6531,6425,6319,2/12/2022 1:27
2022,2/12/2022 2:30,NSW1,2/12/2022 1:57,6404,6301,6197,2/12/2022 1:57
2023,2/12/2022 3:00,NSW1,2/12/2022 2:27,6302,6200,6099,2/12/2022 2:27
2024,2/12/2022 3:30,NSW1,2/12/2022 2:57,6303,6201,6099,2/12/2022 2:57
2025,2/12/2022 4:00,NSW1,2/12/2022 3:27,6279,6177,6075,2/12/2022 3:27
2026,2/12/2022 4:30,NSW1,2/12/2022 3:57,6361,6258,6155,2/12/2022 3:57
2027,2/12/2022 5:00,NSW1,2/12/2022 4:27,6413,6310,6206,2/12/2022 4:27
2028,2/12/2022 5:30,NSW1,2/12/2022 4:57,6575,6469,6362,2/12/2022 4:57
2029,2/12/2022 6:00,NSW1,2/12/2022 5:27,6720,6612,6503,2/12/2022 5:27
2030,2/12/2022 6:30,NSW1,2/12/2022 5:57,6838,6728,6617,2/12/2022 5:57
2031,2/12/2022 7:00,NSW1,2/12/2022 6:27,6894,6783,6671,2/12/2022 6:27
2032,2/12/2022 7:30,NSW1,2/12/2022 6:57,7084,6970,6855,2/12/2022 6:57
2033,2/12/2022 8:00,NSW1,2/12/2022 7:27,7080,6966,6851,2/12/2022 7:27
2034,2/12/2022 8:30,NSW1,2/12/2022 7:57,7044,6930,6816,2/12/2022 7:57
2035,2/12/2022 9:00,NSW1,2/12/2022 8:27,6922,6810,6698,2/12/2022 8:27
2036,2/12/2022 9:30,NSW1,2/12/2022 8:57,6769,6660,6550,2/12/2022 8:57
2037,2/12/2022 10:00,NSW1,2/12/2022 9:27,6743,6634,6525,2/12/2022 9:27
2038,2/12/2022 10:30,NSW1,2/12/2022 9:57,6850,6739,6628,2/12/2022 9:57
2039,2/12/2022 11:00,NSW1,2/12/2022 10:27,6802,6692,6582,2/12/2022 10:27
2040,2/12/2022 11:30,NSW1,2/12/2022 10:57,6619,6512,6405,2/12/2022 10:57
2041,2/12/2022 12:00,NSW1,2/12/2022 11:27,6478,6373,6268,2/12/2022 11:27
2042,2/12/2022 12:30,NSW1,2/12/2022 11:57,6445,6341,6236,2/12/2022 11:57
2043,2/12/2022 13:00,NSW1,2/12/2022 12:27,6509,6404,6298,2/12/2022 12:27
2044,2/12/2022 13:30,NSW1,2/12/2022 12:57,6439,6335,6231,2/12/2022 12:57
2045,2/12/2022 14:00,NSW1,2/12/2022 13:27,6617,6510,6403,2/12/2022 13:27
2046,2/12/2022 14:30,NSW1,2/12/2022 13:57,6767,6658,6548,2/12/2022 13:57
2047,2/12/2022 15:00,NSW1,2/12/2022 14:27,6881,6770,6659,2/12/2022 14:27
2048,2/12/2022 15:30,NSW1,2/12/2022 14:57,6880,6768,6657,2/12/2022 14:57
2049,2/12/2022 16:00,NSW1,2/12/2022 15:27,7180,7064,6948,2/12/2022 15:27
2050,2/12/2022 16:30,NSW1,2/12/2022 15:57,7240,7123,7006,2/12/2022 15:57
2051,2/12/2022 17:00,NSW1,2/12/2022 16:27,7564,7441,7319,2/12/2022 16:27
2052,2/12/2022 17:30,NSW1,2/12/2022 16:57,7649,7525,7402,2/12/2022 16:57
2053,2/12/2022 18:00,NSW1,2/12/2022 17:27,7888,7761,7633,2/12/2022 17:27
2054,2/12/2022 18:30,NSW1,2/12/2022 17:57,7963,7834,7706,2/12/2022 17:57
2055,2/12/2022 19:00,NSW1,2/12/2022 18:27,7991,7862,7733,2/12/2022 18:27
2056,2/12/2022 19:30,NSW1,2/12/2022 18:57,8024,7894,7764,2/12/2022 18:57
2057,2/12/2022 20:00,NSW1,2/12/2022 19:27,7917,7789,7661,2/12/2022 19:27
2058,2/12/2022 20:30,NSW1,2/12/2022 19:57,7807,7680,7554,2/12/2022 19:57
2059,2/12/2022 21:00,NSW1,2/12/2022 20:27,7643,7519,7395,2/12/2022 20:27
2060,2/12/2022 21:30,NSW1,2/12/2022 20:57,7538,7416,7294,2/12/2022 20:57
2061,2/12/2022 22:00,NSW1,2/12/2022 21:27,7484,7363,7242,2/12/2022 21:27
2062,2/12/2022 22:30,NSW1,2/12/2022 21:57,7410,7290,7170,2/12/2022 21:57
2063,2/12/2022 23:00,NSW1,2/12/2022 22:27,7255,7137,7020,2/12/2022 22:27
2064,2/12/2022 23:30,NSW1,2/12/2022 22:57,7100,6985,6871,2/12/2022 22:57
2065,2/13/2022 0:00,NSW1,2/12/2022 22:57,6993,6865,6737,2/12/2022 22:57
2066,2/13/2022 0:30,NSW1,2/12/2022 23:57,6830,6720,6609,2/12/2022 23:57
2067,2/13/2022 1:00,NSW1,2/13/2022 0:27,6639,6532,6424,2/13/2022 0:27
2068,2/13/2022 1:30,NSW1,2/13/2022 0:57,6419,6315,6211,2/13/2022 0:57
2069,2/13/2022 2:00,NSW1,2/13/2022 1:27,6227,6126,6026,2/13/2022 1:27
2070,2/13/2022 2:30,NSW1,2/13/2022 1:58,6116,6017,5918,2/13/2022 1:58
2071,2/13/2022 3:00,NSW1,2/13/2022 2:27,6091,5992,5894,2/13/2022 2:27
2072,2/13/2022 3:30,NSW1,2/13/2022 2:57,6048,5950,5852,2/13/2022 2:57
2073,2/13/2022 4:00,NSW1,2/13/2022 3:27,6044,5947,5849,2/13/2022 3:27
2074,2/13/2022 4:30,NSW1,2/13/2022 3:57,6078,5979,5881,2/13/2022 3:57
2075,2/13/2022 5:00,NSW1,2/13/2022 4:27,6046,5948,5850,2/13/2022 4:27
2076,2/13/2022 5:30,NSW1,2/13/2022 4:57,6184,6084,5984,2/13/2022 4:57
2077,2/13/2022 6:00,NSW1,2/13/2022 5:27,6225,6124,6023,2/13/2022 5:27
2078,2/13/2022 6:30,NSW1,2/13/2022 5:57,6327,6225,6123,2/13/2022 5:57
2079,2/13/2022 7:00,NSW1,2/13/2022 6:27,6393,6290,6187,2/13/2022 6:27
2080,2/13/2022 7:30,NSW1,2/13/2022 6:57,6419,6315,6211,2/13/2022 6:57
2081,2/13/2022 8:00,NSW1,2/13/2022 7:27,6434,6330,6226,2/13/2022 7:27
2082,2/13/2022 8:30,NSW1,2/13/2022 7:57,6437,6332,6228,2/13/2022 7:57
2083,2/13/2022 9:00,NSW1,2/13/2022 8:27,6282,6181,6079,2/13/2022 8:27
2084,2/13/2022 9:30,NSW1,2/13/2022 8:57,6228,6128,6027,2/13/2022 8:57
2085,2/13/2022 10:00,NSW1,2/13/2022 9:27,6267,6166,6064,2/13/2022 9:27
2086,2/13/2022 10:30,NSW1,2/13/2022 9:57,6262,6161,6060,2/13/2022 9:57
2087,2/13/2022 11:00,NSW1,2/13/2022 10:27,6149,6049,5950,2/13/2022 10:27
2088,2/13/2022 11:30,NSW1,2/13/2022 10:57,5985,5888,5791,2/13/2022 10:57
2089,2/13/2022 12:00,NSW1,2/13/2022 11:27,6011,5914,5817,2/13/2022 11:27
2090,2/13/2022 12:30,NSW1,2/13/2022 11:57,5901,5805,5710,2/13/2022 11:57
2091,2/13/2022 13:00,NSW1,2/13/2022 12:27,5829,5735,5640,2/13/2022 12:27
2092,2/13/2022 13:30,NSW1,2/13/2022 12:57,5777,5684,5590,2/13/2022 12:57
2093,2/13/2022 14:00,NSW1,2/13/2022 13:27,5923,5827,5731,2/13/2022 13:27
2094,2/13/2022 14:30,NSW1,2/13/2022 13:57,6106,6007,5908,2/13/2022 13:57
2095,2/13/2022 15:00,NSW1,2/13/2022 14:27,6329,6227,6124,2/13/2022 14:27
2096,2/13/2022 15:30,NSW1,2/13/2022 14:57,6413,6309,6206,2/13/2022 14:57
2097,2/13/2022 16:00,NSW1,2/13/2022 15:27,6786,6676,6566,2/13/2022 15:27
2098,2/13/2022 16:30,NSW1,2/13/2022 15:57,7080,6966,6851,2/13/2022 15:57
2099,2/13/2022 17:00,NSW1,2/13/2022 16:27,7373,7254,7135,2/13/2022 16:27
2100,2/13/2022 17:30,NSW1,2/13/2022 16:57,7797,7671,7545,2/13/2022 16:57
2101,2/13/2022 18:00,NSW1,2/13/2022 17:27,8095,7965,7834,2/13/2022 17:27
2102,2/13/2022 18:30,NSW1,2/13/2022 17:57,8233,8100,7967,2/13/2022 17:57
2103,2/13/2022 19:00,NSW1,2/13/2022 18:27,8255,8122,7988,2/13/2022 18:27
2104,2/13/2022 19:30,NSW1,2/13/2022 18:57,8236,8103,7970,2/13/2022 18:57
2105,2/13/2022 20:00,NSW1,2/13/2022 19:27,8178,8046,7914,2/13/2022 19:27
2106,2/13/2022 20:30,NSW1,2/13/2022 19:57,7968,7839,7710,2/13/2022 19:57
2107,2/13/2022 21:00,NSW1,2/13/2022 20:27,7767,7642,7516,2/13/2022 20:27
2108,2/13/2022 21:30,NSW1,2/13/2022 20:57,7628,7505,7381,2/13/2022 20:57
2109,2/13/2022 22:00,NSW1,2/13/2022 21:27,7454,7334,7213,2/13/2022 21:27
2110,2/13/2022 22:30,NSW1,2/13/2022 21:57,7386,7266,7147,2/13/2022 21:57
2111,2/13/2022 23:00,NSW1,2/13/2022 22:27,7193,7077,6961,2/13/2022 22:27
2112,2/13/2022 23:30,NSW1,2/13/2022 22:57,6995,6882,6769,2/13/2022 22:57
2113,2/14/2022 0:00,NSW1,2/13/2022 22:57,6897,6771,6645,2/13/2022 22:57
2114,2/14/2022 0:30,NSW1,2/13/2022 23:57,6768,6675,6582,2/13/2022 23:57
2115,2/14/2022 1:00,NSW1,2/14/2022 0:27,6607,6516,6425,2/14/2022 0:27
2116,2/14/2022 1:30,NSW1,2/14/2022 0:57,6358,6270,6183,2/14/2022 0:57
2117,2/14/2022 2:00,NSW1,2/14/2022 1:27,6196,6110,6025,2/14/2022 1:27
2118,2/14/2022 2:30,NSW1,2/14/2022 1:57,6123,6039,5954,2/14/2022 1:57
2119,2/14/2022 3:00,NSW1,2/14/2022 2:27,6087,6003,5919,2/14/2022 2:27
2120,2/14/2022 3:30,NSW1,2/14/2022 2:57,6094,6010,5926,2/14/2022 2:57
2121,2/14/2022 4:00,NSW1,2/14/2022 3:27,6156,6071,5986,2/14/2022 3:27
2122,2/14/2022 4:30,NSW1,2/14/2022 3:57,6327,6239,6152,2/14/2022 3:57
2123,2/14/2022 5:00,NSW1,2/14/2022 4:27,6528,6438,6348,2/14/2022 4:27
2124,2/14/2022 5:30,NSW1,2/14/2022 4:57,6957,6861,6766,2/14/2022 4:57
2125,2/14/2022 6:00,NSW1,2/14/2022 5:27,7282,7182,7082,2/14/2022 5:27
2126,2/14/2022 6:30,NSW1,2/14/2022 5:57,7511,7408,7304,2/14/2022 5:57
2127,2/14/2022 7:00,NSW1,2/14/2022 6:27,7628,7523,7418,2/14/2022 6:27
2128,2/14/2022 7:30,NSW1,2/14/2022 6:57,7573,7469,7365,2/14/2022 6:57
2129,2/14/2022 8:00,NSW1,2/14/2022 7:27,7496,7393,7289,2/14/2022 7:27
2130,2/14/2022 8:30,NSW1,2/14/2022 7:57,7343,7242,7141,2/14/2022 7:57
2131,2/14/2022 9:00,NSW1,2/14/2022 8:27,7072,6975,6878,2/14/2022 8:27
2132,2/14/2022 9:30,NSW1,2/14/2022 8:57,6890,6795,6700,2/14/2022 8:57
2133,2/14/2022 10:00,NSW1,2/14/2022 9:27,6869,6775,6680,2/14/2022 9:27
2134,2/14/2022 10:30,NSW1,2/14/2022 9:57,6848,6753,6659,2/14/2022 9:57
2135,2/14/2022 11:00,NSW1,2/14/2022 10:27,6858,6764,6669,2/14/2022 10:27
2136,2/14/2022 11:30,NSW1,2/14/2022 10:57,6754,6661,6568,2/14/2022 10:57
2137,2/14/2022 12:00,NSW1,2/14/2022 11:27,6936,6841,6745,2/14/2022 11:27
2138,2/14/2022 12:30,NSW1,2/14/2022 11:57,6946,6850,6755,2/14/2022 11:57
2139,2/14/2022 13:00,NSW1,2/14/2022 12:27,7128,7030,6931,2/14/2022 12:27
2140,2/14/2022 13:30,NSW1,2/14/2022 12:57,7237,7137,7037,2/14/2022 12:57
2141,2/14/2022 14:00,NSW1,2/14/2022 13:27,7424,7322,7220,2/14/2022 13:27
2142,2/14/2022 14:30,NSW1,2/14/2022 13:57,7537,7433,7329,2/14/2022 13:57
2143,2/14/2022 15:00,NSW1,2/14/2022 14:27,7888,7780,7671,2/14/2022 14:27
2144,2/14/2022 15:30,NSW1,2/14/2022 14:57,8196,8083,7970,2/14/2022 14:57
2145,2/14/2022 16:00,NSW1,2/14/2022 15:27,8435,8318,8202,2/14/2022 15:27
2146,2/14/2022 16:30,NSW1,2/14/2022 15:57,8710,8590,8470,2/14/2022 15:57
2147,2/14/2022 17:00,NSW1,2/14/2022 16:27,8962,8839,8715,2/14/2022 16:27
2148,2/14/2022 17:30,NSW1,2/14/2022 16:57,9137,9012,8886,2/14/2022 16:57
2149,2/14/2022 18:00,NSW1,2/14/2022 17:27,9347,9218,9089,2/14/2022 17:27
2150,2/14/2022 18:30,NSW1,2/14/2022 17:57,9277,9150,9022,2/14/2022 17:57
2151,2/14/2022 19:00,NSW1,2/14/2022 18:27,9192,9065,8939,2/14/2022 18:27
2152,2/14/2022 19:30,NSW1,2/14/2022 18:57,9076,8951,8826,2/14/2022 18:57
2153,2/14/2022 20:00,NSW1,2/14/2022 19:27,8867,8745,8623,2/14/2022 19:27
2154,2/14/2022 20:30,NSW1,2/14/2022 19:57,8668,8549,8430,2/14/2022 19:57
2155,2/14/2022 21:00,NSW1,2/14/2022 20:27,8402,8286,8170,2/14/2022 20:27
2156,2/14/2022 21:30,NSW1,2/14/2022 20:57,8271,8157,8043,2/14/2022 20:57
2157,2/14/2022 22:00,NSW1,2/14/2022 21:27,8069,7958,7847,2/14/2022 21:27
2158,2/14/2022 22:30,NSW1,2/14/2022 21:57,7983,7873,7763,2/14/2022 21:57
2159,2/14/2022 23:00,NSW1,2/14/2022 22:27,7827,7719,7611,2/14/2022 22:27
2160,2/14/2022 23:30,NSW1,2/14/2022 22:57,7653,7548,7443,2/14/2022 22:57
2161,2/15/2022 0:00,NSW1,2/14/2022 22:57,7511,7395,7279,2/14/2022 22:57
2162,2/15/2022 0:30,NSW1,2/14/2022 23:57,7320,7219,7118,2/14/2022 23:57
2163,2/15/2022 1:00,NSW1,2/15/2022 0:27,7082,6984,6887,2/15/2022 0:27
2164,2/15/2022 1:30,NSW1,2/15/2022 0:57,6807,6713,6619,2/15/2022 0:57
2165,2/15/2022 2:00,NSW1,2/15/2022 1:27,6634,6542,6451,2/15/2022 1:27
2166,2/15/2022 2:30,NSW1,2/15/2022 1:57,6495,6406,6316,2/15/2022 1:57
2167,2/15/2022 3:00,NSW1,2/15/2022 2:27,6419,6330,6242,2/15/2022 2:27
2168,2/15/2022 3:30,NSW1,2/15/2022 2:57,6459,6344,6229,2/15/2022 2:57
2169,2/15/2022 4:00,NSW1,2/15/2022 3:27,6489,6373,6258,2/15/2022 3:27
2170,2/15/2022 4:30,NSW1,2/15/2022 3:57,6646,6527,6409,2/15/2022 3:57
2171,2/15/2022 5:00,NSW1,2/15/2022 4:27,6832,6737,6643,2/15/2022 4:27
2172,2/15/2022 5:30,NSW1,2/15/2022 4:57,7287,7187,7086,2/15/2022 4:57
2173,2/15/2022 6:00,NSW1,2/15/2022 5:27,7562,7458,7354,2/15/2022 5:27
2174,2/15/2022 6:30,NSW1,2/15/2022 5:57,7830,7723,7615,2/15/2022 5:57
2175,2/15/2022 7:00,NSW1,2/15/2022 6:27,7998,7888,7778,2/15/2022 6:27
