,INTERVAL_DATETIME,REGIONID,LOAD_DATE,OPERATIONAL_DEMAND_POE10,OPERATIONAL_DEMAND_POE50,OPERATIONAL_DEMAND_POE90,LASTCHANGED
1,1/1/2022 0:00,NSW1,12/31/2021 22:57,7451,7336,7221,12/31/2021 22:57
2,1/1/2022 0:30,NSW1,12/31/2021 23:57,7288,7151,7013,12/31/2021 23:57
3,1/1/2022 1:00,NSW1,1/1/2022 0:27,7032,6899,6766,1/1/2022 0:27
4,1/1/2022 1:30,NSW1,1/1/2022 0:57,6711,6585,6458,1/1/2022 0:57
5,1/1/2022 2:00,NSW1,1/1/2022 1:27,6450,6328,6206,1/1/2022 1:27
6,1/1/2022 2:30,NSW1,1/1/2022 1:57,6233,6115,5997,1/1/2022 1:57
7,1/1/2022 3:00,NSW1,1/1/2022 2:27,6164,6048,5931,1/1/2022 2:27
8,1/1/2022 3:30,NSW1,1/1/2022 2:57,6084,5969,5854,1/1/2022 2:57
9,1/1/2022 4:00,NSW1,1/1/2022 3:27,6027,5913,5799,1/1/2022 3:27
10,1/1/2022 4:30,NSW1,1/1/2022 3:57,5981,5868,5755,1/1/2022 3:57
11,1/1/2022 5:00,NSW1,1/1/2022 4:27,5951,5839,5726,1/1/2022 4:27
12,1/1/2022 5:30,NSW1,1/1/2022 4:57,5884,5772,5661,1/1/2022 4:57
13,1/1/2022 6:00,NSW1,1/1/2022 5:27,5940,5828,5715,1/1/2022 5:27
14,1/1/2022 6:30,NSW1,1/1/2022 5:57,5937,5824,5712,1/1/2022 5:57
15,1/1/2022 7:00,NSW1,1/1/2022 6:27,5963,5850,5737,1/1/2022 6:27
16,1/1/2022 7:30,NSW1,1/1/2022 6:57,5986,5872,5759,1/1/2022 6:57
17,1/1/2022 8:00,NSW1,1/1/2022 7:27,5946,5834,5721,1/1/2022 7:27
18,1/1/2022 8:30,NSW1,1/1/2022 7:57,6032,5918,5804,1/1/2022 7:57
19,1/1/2022 9:00,NSW1,1/1/2022 8:27,5799,5689,5580,1/1/2022 8:27
20,1/1/2022 9:30,NSW1,1/1/2022 8:57,5893,5781,5670,1/1/2022 8:57
21,1/1/2022 10:00,NSW1,1/1/2022 9:27,5772,5663,5553,1/1/2022 9:27
22,1/1/2022 10:30,NSW1,1/1/2022 9:57,5798,5688,5578,1/1/2022 9:57
23,1/1/2022 11:00,NSW1,1/1/2022 10:27,5772,5663,5554,1/1/2022 10:27
24,1/1/2022 11:30,NSW1,1/1/2022 10:57,5932,5820,5708,1/1/2022 10:57
25,1/1/2022 12:00,NSW1,1/1/2022 11:27,6085,5970,5855,1/1/2022 11:27
26,1/1/2022 12:30,NSW1,1/1/2022 11:57,6186,6069,5952,1/1/2022 11:57
27,1/1/2022 13:00,NSW1,1/1/2022 12:27,6230,6112,5994,1/1/2022 12:27
28,1/1/2022 13:30,NSW1,1/1/2022 12:57,6384,6263,6142,1/1/2022 12:57
29,1/1/2022 14:00,NSW1,1/1/2022 13:28,6508,6385,6262,1/1/2022 13:28
30,1/1/2022 14:30,NSW1,1/1/2022 13:58,6833,6704,6575,1/1/2022 13:58
31,1/1/2022 15:00,NSW1,1/1/2022 14:28,6997,6864,6732,1/1/2022 14:28
32,1/1/2022 15:30,NSW1,1/1/2022 14:58,7287,7149,7011,1/1/2022 14:58
33,1/1/2022 16:00,NSW1,1/1/2022 15:27,7815,7667,7519,1/1/2022 15:27
34,1/1/2022 16:30,NSW1,1/1/2022 15:57,7923,7773,7623,1/1/2022 15:57
35,1/1/2022 17:00,NSW1,1/1/2022 16:28,8189,8035,7880,1/1/2022 16:28
36,1/1/2022 17:30,NSW1,1/1/2022 16:57,8368,8210,8052,1/1/2022 16:57
37,1/1/2022 18:00,NSW1,1/1/2022 17:27,8400,8241,8082,1/1/2022 17:27
38,1/1/2022 18:30,NSW1,1/1/2022 17:57,8447,8288,8128,1/1/2022 17:57
39,1/1/2022 19:00,NSW1,1/1/2022 18:27,8385,8226,8068,1/1/2022 18:27
40,1/1/2022 19:30,NSW1,1/1/2022 18:57,8420,8261,8102,1/1/2022 18:57
41,1/1/2022 20:00,NSW1,1/1/2022 19:27,8369,8211,8053,1/1/2022 19:27
42,1/1/2022 20:30,NSW1,1/1/2022 19:57,8301,8144,7987,1/1/2022 19:57
43,1/1/2022 21:00,NSW1,1/1/2022 20:27,8149,7995,7841,1/1/2022 20:27
44,1/1/2022 21:30,NSW1,1/1/2022 20:57,7927,7777,7627,1/1/2022 20:57
45,1/1/2022 22:00,NSW1,1/1/2022 21:27,7830,7682,7534,1/1/2022 21:27
46,1/1/2022 22:30,NSW1,1/1/2022 21:57,7705,7559,7414,1/1/2022 21:57
47,1/1/2022 23:00,NSW1,1/1/2022 22:27,7422,7281,7141,1/1/2022 22:27
48,1/1/2022 23:30,NSW1,1/1/2022 22:57,7209,7073,6937,1/1/2022 22:57
49,1/2/2022 0:00,NSW1,1/1/2022 22:57,7082,6917,6752,1/1/2022 22:57
50,1/2/2022 0:30,NSW1,1/1/2022 23:57,6928,6797,6666,1/1/2022 23:57
51,1/2/2022 1:00,NSW1,1/2/2022 0:27,6726,6599,6472,1/2/2022 0:27
52,1/2/2022 1:30,NSW1,1/2/2022 0:57,6475,6352,6230,1/2/2022 0:57
53,1/2/2022 2:00,NSW1,1/2/2022 1:27,6280,6162,6043,1/2/2022 1:27
54,1/2/2022 2:30,NSW1,1/2/2022 1:57,6171,6054,5937,1/2/2022 1:57
55,1/2/2022 3:00,NSW1,1/2/2022 2:27,6095,5979,5864,1/2/2022 2:27
56,1/2/2022 3:30,NSW1,1/2/2022 2:57,6055,5940,5826,1/2/2022 2:57
57,1/2/2022 4:00,NSW1,1/2/2022 3:27,6030,5916,5802,1/2/2022 3:27
58,1/2/2022 4:30,NSW1,1/2/2022 3:57,6013,5900,5786,1/2/2022 3:57
59,1/2/2022 5:00,NSW1,1/2/2022 4:28,6046,5932,5818,1/2/2022 4:28
60,1/2/2022 5:30,NSW1,1/2/2022 4:57,6031,5917,5803,1/2/2022 4:57
61,1/2/2022 6:00,NSW1,1/2/2022 5:27,6049,5935,5820,1/2/2022 5:27
62,1/2/2022 6:30,NSW1,1/2/2022 5:57,6026,5912,5798,1/2/2022 5:57
63,1/2/2022 7:00,NSW1,1/2/2022 6:27,6058,5943,5829,1/2/2022 6:27
64,1/2/2022 7:30,NSW1,1/2/2022 6:57,6035,5921,5806,1/2/2022 6:57
65,1/2/2022 8:00,NSW1,1/2/2022 7:27,6130,6014,5898,1/2/2022 7:27
66,1/2/2022 8:30,NSW1,1/2/2022 7:57,6085,5970,5854,1/2/2022 7:57
67,1/2/2022 9:00,NSW1,1/2/2022 8:27,6075,5960,5845,1/2/2022 8:27
68,1/2/2022 9:30,NSW1,1/2/2022 8:57,5991,5877,5764,1/2/2022 8:57
69,1/2/2022 10:00,NSW1,1/2/2022 9:27,6091,5975,5860,1/2/2022 9:27
70,1/2/2022 10:30,NSW1,1/2/2022 9:57,6148,6032,5916,1/2/2022 9:57
71,1/2/2022 11:00,NSW1,1/2/2022 10:27,6218,6101,5983,1/2/2022 10:27
72,1/2/2022 11:30,NSW1,1/2/2022 10:57,6292,6173,6054,1/2/2022 10:57
73,1/2/2022 12:00,NSW1,1/2/2022 11:27,6457,6335,6213,1/2/2022 11:27
74,1/2/2022 12:30,NSW1,1/2/2022 11:57,6600,6475,6350,1/2/2022 11:57
75,1/2/2022 13:00,NSW1,1/2/2022 12:27,6706,6579,6452,1/2/2022 12:27
76,1/2/2022 13:30,NSW1,1/2/2022 12:57,7080,6946,6812,1/2/2022 12:57
77,1/2/2022 14:00,NSW1,1/2/2022 13:27,7234,7098,6961,1/2/2022 13:27
78,1/2/2022 14:30,NSW1,1/2/2022 13:57,7461,7320,7179,1/2/2022 13:57
79,1/2/2022 15:00,NSW1,1/2/2022 14:27,7761,7615,7468,1/2/2022 14:27
80,1/2/2022 15:30,NSW1,1/2/2022 14:57,8041,7889,7737,1/2/2022 14:57
81,1/2/2022 16:00,NSW1,1/2/2022 15:27,8379,8221,8062,1/2/2022 15:27
82,1/2/2022 16:30,NSW1,1/2/2022 15:57,8710,8546,8381,1/2/2022 15:57
83,1/2/2022 17:00,NSW1,1/2/2022 16:27,9179,9005,8832,1/2/2022 16:27
84,1/2/2022 17:30,NSW1,1/2/2022 16:57,9437,9258,9080,1/2/2022 16:57
85,1/2/2022 18:00,NSW1,1/2/2022 17:27,9624,9442,9260,1/2/2022 17:27
86,1/2/2022 18:30,NSW1,1/2/2022 17:57,9558,9377,9196,1/2/2022 17:57
87,1/2/2022 19:00,NSW1,1/2/2022 18:27,9398,9220,9043,1/2/2022 18:27
88,1/2/2022 19:30,NSW1,1/2/2022 18:57,9205,9031,8856,1/2/2022 18:57
89,1/2/2022 20:00,NSW1,1/2/2022 19:27,8944,8775,8605,1/2/2022 19:27
90,1/2/2022 20:30,NSW1,1/2/2022 19:57,8788,8622,8455,1/2/2022 19:57
91,1/2/2022 21:00,NSW1,1/2/2022 20:27,8580,8418,8256,1/2/2022 20:27
92,1/2/2022 21:30,NSW1,1/2/2022 20:57,8343,8185,8027,1/2/2022 20:57
93,1/2/2022 22:00,NSW1,1/2/2022 21:27,8106,7953,7800,1/2/2022 21:27
94,1/2/2022 22:30,NSW1,1/2/2022 21:57,7951,7801,7650,1/2/2022 21:57
95,1/2/2022 23:00,NSW1,1/2/2022 22:27,7701,7555,7409,1/2/2022 22:27
96,1/2/2022 23:30,NSW1,1/2/2022 22:57,7452,7311,7170,1/2/2022 22:57
97,1/3/2022 0:00,NSW1,1/2/2022 22:57,7310,7140,6970,1/2/2022 22:57
98,1/3/2022 0:30,NSW1,1/2/2022 23:57,7108,6974,6839,1/2/2022 23:57
99,1/3/2022 1:00,NSW1,1/3/2022 0:27,6872,6742,6612,1/3/2022 0:27
100,1/3/2022 1:30,NSW1,1/3/2022 0:57,6621,6496,6371,1/3/2022 0:57
101,1/3/2022 2:00,NSW1,1/3/2022 1:27,6414,6293,6172,1/3/2022 1:27
102,1/3/2022 2:30,NSW1,1/3/2022 1:57,6284,6165,6047,1/3/2022 1:57
103,1/3/2022 3:00,NSW1,1/3/2022 2:27,6181,6064,5947,1/3/2022 2:27
104,1/3/2022 3:30,NSW1,1/3/2022 2:57,6171,6054,5937,1/3/2022 2:57
105,1/3/2022 4:00,NSW1,1/3/2022 3:27,6096,5981,5866,1/3/2022 3:27
106,1/3/2022 4:30,NSW1,1/3/2022 3:57,6143,6027,5911,1/3/2022 3:57
107,1/3/2022 5:00,NSW1,1/3/2022 4:27,6180,6063,5946,1/3/2022 4:27
108,1/3/2022 5:30,NSW1,1/3/2022 4:57,6281,6162,6044,1/3/2022 4:57
109,1/3/2022 6:00,NSW1,1/3/2022 5:27,6304,6185,6065,1/3/2022 5:27
110,1/3/2022 6:30,NSW1,1/3/2022 5:57,6403,6282,6161,1/3/2022 5:57
111,1/3/2022 7:00,NSW1,1/3/2022 6:27,6397,6276,6155,1/3/2022 6:27
112,1/3/2022 7:30,NSW1,1/3/2022 6:57,6522,6398,6275,1/3/2022 6:57
113,1/3/2022 8:00,NSW1,1/3/2022 7:27,6463,6340,6218,1/3/2022 7:27
114,1/3/2022 8:30,NSW1,1/3/2022 7:57,6474,6352,6229,1/3/2022 7:57
115,1/3/2022 9:00,NSW1,1/3/2022 8:27,6306,6187,6068,1/3/2022 8:27
116,1/3/2022 9:30,NSW1,1/3/2022 8:57,6514,6391,6268,1/3/2022 8:57
117,1/3/2022 10:00,NSW1,1/3/2022 9:27,6569,6445,6321,1/3/2022 9:27
118,1/3/2022 10:30,NSW1,1/3/2022 9:57,6637,6511,6385,1/3/2022 9:57
119,1/3/2022 11:00,NSW1,1/3/2022 10:27,6588,6463,6339,1/3/2022 10:27
120,1/3/2022 11:30,NSW1,1/3/2022 10:57,6661,6535,6409,1/3/2022 10:57
121,1/3/2022 12:00,NSW1,1/3/2022 11:27,6754,6626,6498,1/3/2022 11:27
122,1/3/2022 12:30,NSW1,1/3/2022 11:57,6835,6706,6577,1/3/2022 11:57
123,1/3/2022 13:00,NSW1,1/3/2022 12:27,6935,6803,6672,1/3/2022 12:27
124,1/3/2022 13:30,NSW1,1/3/2022 12:57,7024,6891,6758,1/3/2022 12:57
125,1/3/2022 14:00,NSW1,1/3/2022 13:27,7136,7001,6866,1/3/2022 13:27
126,1/3/2022 14:30,NSW1,1/3/2022 13:57,7411,7271,7131,1/3/2022 13:57
127,1/3/2022 15:00,NSW1,1/3/2022 14:27,7639,7494,7350,1/3/2022 14:27
128,1/3/2022 15:30,NSW1,1/3/2022 14:57,7952,7802,7651,1/3/2022 14:57
129,1/3/2022 16:00,NSW1,1/3/2022 15:27,8205,8050,7894,1/3/2022 15:27
130,1/3/2022 16:30,NSW1,1/3/2022 15:57,8600,8438,8275,1/3/2022 15:57
131,1/3/2022 17:00,NSW1,1/3/2022 16:27,8839,8672,8505,1/3/2022 16:27
132,1/3/2022 17:30,NSW1,1/3/2022 16:57,9036,8865,8694,1/3/2022 16:57
133,1/3/2022 18:00,NSW1,1/3/2022 17:27,9202,9028,8854,1/3/2022 17:27
134,1/3/2022 18:30,NSW1,1/3/2022 17:57,9177,9004,8830,1/3/2022 17:57
135,1/3/2022 19:00,NSW1,1/3/2022 18:27,9064,8893,8721,1/3/2022 18:27
136,1/3/2022 19:30,NSW1,1/3/2022 18:57,8910,8741,8573,1/3/2022 18:57
137,1/3/2022 20:00,NSW1,1/3/2022 19:27,8863,8695,8528,1/3/2022 19:27
138,1/3/2022 20:30,NSW1,1/3/2022 19:57,8651,8488,8324,1/3/2022 19:57
139,1/3/2022 21:00,NSW1,1/3/2022 20:27,8483,8322,8162,1/3/2022 20:27
140,1/3/2022 21:30,NSW1,1/3/2022 20:57,8318,8161,8004,1/3/2022 20:57
141,1/3/2022 22:00,NSW1,1/3/2022 21:27,8095,7942,7789,1/3/2022 21:27
142,1/3/2022 22:30,NSW1,1/3/2022 21:57,8019,7867,7716,1/3/2022 21:57
143,1/3/2022 23:00,NSW1,1/3/2022 22:27,7808,7660,7513,1/3/2022 22:27
144,1/3/2022 23:30,NSW1,1/3/2022 22:57,7583,7440,7296,1/3/2022 22:57
145,1/4/2022 0:00,NSW1,1/3/2022 22:57,7427,7253,7080,1/3/2022 22:57
146,1/4/2022 0:30,NSW1,1/3/2022 23:57,7271,7141,7011,1/3/2022 23:57
147,1/4/2022 1:00,NSW1,1/4/2022 0:27,7020,6895,6770,1/4/2022 0:27
148,1/4/2022 1:30,NSW1,1/4/2022 0:57,6711,6591,6471,1/4/2022 0:57
149,1/4/2022 2:00,NSW1,1/4/2022 1:27,6463,6348,6232,1/4/2022 1:27
150,1/4/2022 2:30,NSW1,1/4/2022 1:57,6358,6244,6130,1/4/2022 1:57
151,1/4/2022 3:00,NSW1,1/4/2022 2:27,6306,6193,6081,1/4/2022 2:27
152,1/4/2022 3:30,NSW1,1/4/2022 2:57,6276,6164,6052,1/4/2022 2:57
153,1/4/2022 4:00,NSW1,1/4/2022 3:27,6305,6193,6080,1/4/2022 3:27
154,1/4/2022 4:30,NSW1,1/4/2022 3:57,6446,6331,6216,1/4/2022 3:57
155,1/4/2022 5:00,NSW1,1/4/2022 4:27,6516,6399,6283,1/4/2022 4:27
156,1/4/2022 5:30,NSW1,1/4/2022 4:57,6752,6632,6511,1/4/2022 4:57
157,1/4/2022 6:00,NSW1,1/4/2022 5:27,6944,6820,6696,1/4/2022 5:27
158,1/4/2022 6:30,NSW1,1/4/2022 5:57,7075,6949,6822,1/4/2022 5:57
159,1/4/2022 7:00,NSW1,1/4/2022 6:27,7225,7096,6967,1/4/2022 6:27
160,1/4/2022 7:30,NSW1,1/4/2022 6:57,7330,7199,7068,1/4/2022 6:57
161,1/4/2022 8:00,NSW1,1/4/2022 7:27,7456,7323,7190,1/4/2022 7:27
162,1/4/2022 8:30,NSW1,1/4/2022 7:57,7559,7424,7289,1/4/2022 7:57
163,1/4/2022 9:00,NSW1,1/4/2022 8:27,7450,7317,7184,1/4/2022 8:27
164,1/4/2022 9:30,NSW1,1/4/2022 8:57,7432,7299,7167,1/4/2022 8:57
165,1/4/2022 10:00,NSW1,1/4/2022 9:27,7406,7273,7141,1/4/2022 9:27
166,1/4/2022 10:30,NSW1,1/4/2022 9:57,7421,7289,7156,1/4/2022 9:57
167,1/4/2022 11:00,NSW1,1/4/2022 10:27,7420,7287,7155,1/4/2022 10:27
168,1/4/2022 11:30,NSW1,1/4/2022 10:57,7441,7308,7175,1/4/2022 10:57
169,1/4/2022 12:00,NSW1,1/4/2022 11:27,7509,7374,7240,1/4/2022 11:27
170,1/4/2022 12:30,NSW1,1/4/2022 11:57,7493,7359,7225,1/4/2022 11:57
171,1/4/2022 13:00,NSW1,1/4/2022 12:27,7671,7534,7397,1/4/2022 12:27
172,1/4/2022 13:30,NSW1,1/4/2022 12:57,7701,7564,7426,1/4/2022 12:57
173,1/4/2022 14:00,NSW1,1/4/2022 13:27,7875,7735,7594,1/4/2022 13:27
174,1/4/2022 14:30,NSW1,1/4/2022 13:57,8209,8063,7916,1/4/2022 13:57
175,1/4/2022 15:00,NSW1,1/4/2022 14:27,8285,8137,7989,1/4/2022 14:27
176,1/4/2022 15:30,NSW1,1/4/2022 14:57,8554,8401,8248,1/4/2022 14:57
177,1/4/2022 16:00,NSW1,1/4/2022 15:27,8690,8535,8380,1/4/2022 15:27
178,1/4/2022 16:30,NSW1,1/4/2022 15:57,8988,8827,8667,1/4/2022 15:57
179,1/4/2022 17:00,NSW1,1/4/2022 16:27,9299,9133,8967,1/4/2022 16:27
180,1/4/2022 17:30,NSW1,1/4/2022 16:57,9452,9283,9114,1/4/2022 16:57
181,1/4/2022 18:00,NSW1,1/4/2022 17:27,9519,9349,9179,1/4/2022 17:27
182,1/4/2022 18:30,NSW1,1/4/2022 17:57,9435,9266,9098,1/4/2022 17:57
183,1/4/2022 19:00,NSW1,1/4/2022 18:27,9310,9143,8977,1/4/2022 18:27
184,1/4/2022 19:30,NSW1,1/4/2022 18:57,9195,9031,8866,1/4/2022 18:57
185,1/4/2022 20:00,NSW1,1/4/2022 19:27,9091,8929,8767,1/4/2022 19:27
186,1/4/2022 20:30,NSW1,1/4/2022 19:57,8900,8741,8582,1/4/2022 19:57
187,1/4/2022 21:00,NSW1,1/4/2022 20:27,8675,8520,8365,1/4/2022 20:27
188,1/4/2022 21:30,NSW1,1/4/2022 20:57,8600,8447,8293,1/4/2022 20:57
189,1/4/2022 22:00,NSW1,1/4/2022 21:27,8379,8230,8080,1/4/2022 21:27
190,1/4/2022 22:30,NSW1,1/4/2022 21:57,8291,8143,7995,1/4/2022 21:57
191,1/4/2022 23:00,NSW1,1/4/2022 22:27,8050,7906,7762,1/4/2022 22:27
192,1/4/2022 23:30,NSW1,1/4/2022 22:57,7861,7721,7580,1/4/2022 22:57
193,1/5/2022 0:00,NSW1,1/4/2022 22:57,7696,7529,7363,1/4/2022 22:57
194,1/5/2022 0:30,NSW1,1/4/2022 23:57,7501,7367,7233,1/4/2022 23:57
195,1/5/2022 1:00,NSW1,1/5/2022 0:27,7222,7093,6964,1/5/2022 0:27
196,1/5/2022 1:30,NSW1,1/5/2022 0:57,6942,6818,6694,1/5/2022 0:57
197,1/5/2022 2:00,NSW1,1/5/2022 1:27,6732,6611,6491,1/5/2022 1:27
198,1/5/2022 2:30,NSW1,1/5/2022 1:57,6590,6472,6354,1/5/2022 1:57
199,1/5/2022 3:00,NSW1,1/5/2022 2:27,6493,6377,6261,1/5/2022 2:27
200,1/5/2022 3:30,NSW1,1/5/2022 2:57,6486,6370,6254,1/5/2022 2:57
201,1/5/2022 4:00,NSW1,1/5/2022 3:27,6521,6404,6288,1/5/2022 3:27
202,1/5/2022 4:30,NSW1,1/5/2022 3:57,6636,6517,6399,1/5/2022 3:57
203,1/5/2022 5:00,NSW1,1/5/2022 4:27,6773,6652,6531,1/5/2022 4:27
204,1/5/2022 5:30,NSW1,1/5/2022 4:57,7024,6899,6773,1/5/2022 4:57
205,1/5/2022 6:00,NSW1,1/5/2022 5:27,7184,7070,6957,1/5/2022 5:27
206,1/5/2022 6:30,NSW1,1/5/2022 5:57,7258,7143,7028,1/5/2022 5:57
207,1/5/2022 7:00,NSW1,1/5/2022 6:27,7459,7341,7223,1/5/2022 6:27
208,1/5/2022 7:30,NSW1,1/5/2022 6:57,7585,7465,7345,1/5/2022 6:57
209,1/5/2022 8:00,NSW1,1/5/2022 7:27,7681,7559,7438,1/5/2022 7:27
210,1/5/2022 8:30,NSW1,1/5/2022 7:57,7762,7639,7516,1/5/2022 7:57
211,1/5/2022 9:00,NSW1,1/5/2022 8:27,7803,7680,7556,1/5/2022 8:27
212,1/5/2022 9:30,NSW1,1/5/2022 8:57,7751,7629,7506,1/5/2022 8:57
213,1/5/2022 10:00,NSW1,1/5/2022 9:27,7668,7547,7426,1/5/2022 9:27
214,1/5/2022 10:30,NSW1,1/5/2022 9:57,7643,7538,7432,1/5/2022 9:57
215,1/5/2022 11:00,NSW1,1/5/2022 10:27,7643,7538,7433,1/5/2022 10:27
216,1/5/2022 11:30,NSW1,1/5/2022 10:57,7828,7720,7612,1/5/2022 10:57
217,1/5/2022 12:00,NSW1,1/5/2022 11:27,7940,7831,7721,1/5/2022 11:27
218,1/5/2022 12:30,NSW1,1/5/2022 11:57,8017,7907,7796,1/5/2022 11:57
219,1/5/2022 13:00,NSW1,1/5/2022 12:27,7905,7796,7687,1/5/2022 12:27
220,1/5/2022 13:30,NSW1,1/5/2022 12:57,8106,7994,7883,1/5/2022 12:57
221,1/5/2022 14:00,NSW1,1/5/2022 13:27,8303,8188,8074,1/5/2022 13:27
222,1/5/2022 14:30,NSW1,1/5/2022 13:57,8419,8303,8187,1/5/2022 13:57
223,1/5/2022 15:00,NSW1,1/5/2022 14:27,8402,8286,8171,1/5/2022 14:27
224,1/5/2022 15:30,NSW1,1/5/2022 14:57,8567,8449,8331,1/5/2022 14:57
225,1/5/2022 16:00,NSW1,1/5/2022 15:27,8686,8566,8446,1/5/2022 15:27
226,1/5/2022 16:30,NSW1,1/5/2022 15:57,8737,8617,8497,1/5/2022 15:57
227,1/5/2022 17:00,NSW1,1/5/2022 16:27,8801,8680,8559,1/5/2022 16:27
228,1/5/2022 17:30,NSW1,1/5/2022 16:57,8882,8759,8637,1/5/2022 16:57
229,1/5/2022 18:00,NSW1,1/5/2022 17:27,9045,8920,8796,1/5/2022 17:27
230,1/5/2022 18:30,NSW1,1/5/2022 17:57,9009,8885,8761,1/5/2022 17:57
231,1/5/2022 19:00,NSW1,1/5/2022 18:27,8917,8794,8671,1/5/2022 18:27
232,1/5/2022 19:30,NSW1,1/5/2022 18:57,8861,8739,8617,1/5/2022 18:57
233,1/5/2022 20:00,NSW1,1/5/2022 19:27,8765,8644,8524,1/5/2022 19:27
234,1/5/2022 20:30,NSW1,1/5/2022 19:57,8590,8471,8353,1/5/2022 19:57
235,1/5/2022 21:00,NSW1,1/5/2022 20:27,8406,8290,8174,1/5/2022 20:27
236,1/5/2022 21:30,NSW1,1/5/2022 20:57,8333,8218,8103,1/5/2022 20:57
237,1/5/2022 22:00,NSW1,1/5/2022 21:27,8158,8046,7934,1/5/2022 21:27
238,1/5/2022 22:30,NSW1,1/5/2022 21:57,8088,7976,7865,1/5/2022 21:57
239,1/5/2022 23:00,NSW1,1/5/2022 22:27,7960,7850,7741,1/5/2022 22:27
240,1/5/2022 23:30,NSW1,1/5/2022 22:57,7737,7630,7524,1/5/2022 22:57
241,1/6/2022 0:00,NSW1,1/5/2022 22:57,7603,7486,7368,1/5/2022 22:57
242,1/6/2022 0:30,NSW1,1/5/2022 23:57,7441,7308,7175,1/5/2022 23:57
243,1/6/2022 1:00,NSW1,1/6/2022 0:27,7232,7103,6974,1/6/2022 0:27
244,1/6/2022 1:30,NSW1,1/6/2022 0:57,6960,6835,6711,1/6/2022 0:57
245,1/6/2022 2:00,NSW1,1/6/2022 1:27,6747,6627,6506,1/6/2022 1:27
246,1/6/2022 2:30,NSW1,1/6/2022 1:57,6613,6495,6377,1/6/2022 1:57
247,1/6/2022 3:00,NSW1,1/6/2022 2:27,6557,6440,6323,1/6/2022 2:27
248,1/6/2022 3:30,NSW1,1/6/2022 2:57,6500,6384,6268,1/6/2022 2:57
249,1/6/2022 4:00,NSW1,1/6/2022 3:27,6525,6409,6292,1/6/2022 3:27
250,1/6/2022 4:30,NSW1,1/6/2022 3:57,6668,6549,6430,1/6/2022 3:57
251,1/6/2022 5:00,NSW1,1/6/2022 4:27,6755,6635,6514,1/6/2022 4:27
252,1/6/2022 5:30,NSW1,1/6/2022 4:57,7002,6877,6752,1/6/2022 4:57
253,1/6/2022 6:00,NSW1,1/6/2022 5:27,7240,7110,6981,1/6/2022 5:27
254,1/6/2022 6:30,NSW1,1/6/2022 5:57,7376,7245,7113,1/6/2022 5:57
255,1/6/2022 7:00,NSW1,1/6/2022 6:27,7545,7411,7276,1/6/2022 6:27
256,1/6/2022 7:30,NSW1,1/6/2022 6:57,7770,7631,7492,1/6/2022 6:57
257,1/6/2022 8:00,NSW1,1/6/2022 7:27,8098,7954,7809,1/6/2022 7:27
258,1/6/2022 8:30,NSW1,1/6/2022 7:57,8091,7946,7802,1/6/2022 7:57
259,1/6/2022 9:00,NSW1,1/6/2022 8:27,8155,8009,7863,1/6/2022 8:27
260,1/6/2022 9:30,NSW1,1/6/2022 8:57,8031,7887,7744,1/6/2022 8:57
261,1/6/2022 10:00,NSW1,1/6/2022 9:27,7987,7845,7702,1/6/2022 9:27
262,1/6/2022 10:30,NSW1,1/6/2022 9:57,8044,7901,7757,1/6/2022 9:57
263,1/6/2022 11:00,NSW1,1/6/2022 10:27,7820,7681,7541,1/6/2022 10:27
264,1/6/2022 11:30,NSW1,1/6/2022 10:57,8006,7863,7720,1/6/2022 10:57
265,1/6/2022 12:00,NSW1,1/6/2022 11:27,8035,7891,7748,1/6/2022 11:27
266,1/6/2022 12:30,NSW1,1/6/2022 11:57,8060,7916,7772,1/6/2022 11:57
267,1/6/2022 13:00,NSW1,1/6/2022 12:27,8064,7920,7776,1/6/2022 12:27
268,1/6/2022 13:30,NSW1,1/6/2022 12:57,8221,8074,7927,1/6/2022 12:57
269,1/6/2022 14:00,NSW1,1/6/2022 13:27,8392,8243,8093,1/6/2022 13:27
270,1/6/2022 14:30,NSW1,1/6/2022 13:57,8564,8411,8258,1/6/2022 13:57
271,1/6/2022 15:00,NSW1,1/6/2022 14:27,8768,8611,8454,1/6/2022 14:27
272,1/6/2022 15:30,NSW1,1/6/2022 14:57,8906,8747,8588,1/6/2022 14:57
273,1/6/2022 16:00,NSW1,1/6/2022 15:27,8998,8837,8676,1/6/2022 15:27
274,1/6/2022 16:30,NSW1,1/6/2022 15:57,9058,8896,8734,1/6/2022 15:57
275,1/6/2022 17:00,NSW1,1/6/2022 16:27,9183,9019,8855,1/6/2022 16:27
276,1/6/2022 17:30,NSW1,1/6/2022 16:57,9388,9220,9052,1/6/2022 16:57
277,1/6/2022 18:00,NSW1,1/6/2022 17:27,9314,9148,8981,1/6/2022 17:27
278,1/6/2022 18:30,NSW1,1/6/2022 17:57,9171,9007,8843,1/6/2022 17:57
279,1/6/2022 19:00,NSW1,1/6/2022 18:27,9037,8876,8715,1/6/2022 18:27
280,1/6/2022 19:30,NSW1,1/6/2022 18:57,8991,8830,8670,1/6/2022 18:57
281,1/6/2022 20:00,NSW1,1/6/2022 19:27,8950,8790,8630,1/6/2022 19:27
282,1/6/2022 20:30,NSW1,1/6/2022 19:57,8714,8558,8403,1/6/2022 19:57
283,1/6/2022 21:00,NSW1,1/6/2022 20:27,8434,8283,8132,1/6/2022 20:27
