,INTERVAL_DATETIME,REGIONID,ACTUAL_OPERATIONAL_DEMAND,LASTCHANGED
8893,7/5/2022 6:00,NSW1,7688,7/5/2022 6:00
8894,7/5/2022 6:30,NSW1,8218,7/5/2022 6:30
8895,7/5/2022 7:00,NSW1,8709,7/5/2022 7:00
8896,7/5/2022 7:30,NSW1,9174,7/5/2022 7:30
8897,7/5/2022 8:00,NSW1,9572,7/5/2022 8:00
8898,7/5/2022 8:30,NSW1,9909,7/5/2022 8:30
8899,7/5/2022 9:00,NSW1,10005,7/5/2022 9:00
8900,7/5/2022 9:30,NSW1,10012,7/5/2022 9:30
8901,7/5/2022 10:00,NSW1,9982,7/5/2022 10:00
8902,7/5/2022 10:30,NSW1,9854,7/5/2022 10:30
8903,7/5/2022 11:00,NSW1,9742,7/5/2022 11:00
8904,7/5/2022 11:30,NSW1,9589,7/5/2022 11:30
8905,7/5/2022 12:00,NSW1,9520,7/5/2022 12:00
8906,7/5/2022 12:30,NSW1,9559,7/5/2022 12:30
8907,7/5/2022 13:00,NSW1,9540,7/5/2022 13:00
8908,7/5/2022 13:30,NSW1,9547,7/5/2022 13:30
8909,7/5/2022 14:00,NSW1,9566,7/5/2022 14:00
8910,7/5/2022 14:30,NSW1,9625,7/5/2022 14:30
8911,7/5/2022 15:00,NSW1,9702,7/5/2022 15:00
8912,7/5/2022 15:30,NSW1,9816,7/5/2022 15:30
8913,7/5/2022 16:00,NSW1,10024,7/5/2022 16:00
8914,7/5/2022 16:30,NSW1,10249,7/5/2022 16:30
8915,7/5/2022 17:00,NSW1,10610,7/5/2022 17:00
8916,7/5/2022 17:30,NSW1,10979,7/5/2022 17:30
8917,7/5/2022 18:00,NSW1,11089,7/5/2022 18:00
8918,7/5/2022 18:30,NSW1,11059,7/5/2022 18:30
8919,7/5/2022 19:00,NSW1,10940,7/5/2022 19:00
8920,7/5/2022 19:30,NSW1,10614,7/5/2022 19:30
8921,7/5/2022 20:00,NSW1,10527,7/5/2022 20:00
8922,7/5/2022 20:30,NSW1,10412,7/5/2022 20:30
8923,7/5/2022 21:00,NSW1,10084,7/5/2022 21:00
8924,7/5/2022 21:30,NSW1,9821,7/5/2022 21:30
8925,7/5/2022 22:00,NSW1,9444,7/5/2022 22:00
8926,7/5/2022 22:30,NSW1,9250,7/5/2022 22:30
8927,7/5/2022 23:00,NSW1,8962,7/5/2022 23:00
8928,7/5/2022 23:30,NSW1,8779,7/5/2022 23:30
8929,7/6/2022 0:00,NSW1,8604,7/6/2022 0:00
8930,7/6/2022 0:30,NSW1,8416,7/6/2022 0:30
8931,7/6/2022 1:00,NSW1,8207,7/6/2022 1:00
8932,7/6/2022 1:30,NSW1,8007,7/6/2022 1:30
8933,7/6/2022 2:00,NSW1,7768,7/6/2022 2:00
8934,7/6/2022 2:30,NSW1,7456,7/6/2022 2:30
8935,7/6/2022 3:00,NSW1,7218,7/6/2022 3:00
8936,7/6/2022 3:30,NSW1,6987,7/6/2022 3:30
8937,7/6/2022 4:00,NSW1,6881,7/6/2022 4:00
8938,7/6/2022 4:30,NSW1,6912,7/6/2022 4:30
8939,7/6/2022 5:00,NSW1,6966,7/6/2022 5:00
8940,7/6/2022 5:30,NSW1,7209,7/6/2022 5:30
8941,7/6/2022 6:00,NSW1,7514,7/6/2022 6:00
8942,7/6/2022 6:30,NSW1,8017,7/6/2022 6:30
8943,7/6/2022 7:00,NSW1,8505,7/6/2022 7:00
8944,7/6/2022 7:30,NSW1,8912,7/6/2022 7:30
8945,7/6/2022 8:00,NSW1,9307,7/6/2022 8:00
8946,7/6/2022 8:30,NSW1,9596,7/6/2022 8:30
8947,7/6/2022 9:00,NSW1,9697,7/6/2022 9:00
8948,7/6/2022 9:30,NSW1,9732,7/6/2022 9:30
8949,7/6/2022 10:00,NSW1,9590,7/6/2022 10:00
8950,7/6/2022 10:30,NSW1,9382,7/6/2022 10:30
8951,7/6/2022 11:00,NSW1,9255,7/6/2022 11:00
8952,7/6/2022 11:30,NSW1,9357,7/6/2022 11:30
8953,7/6/2022 12:00,NSW1,9212,7/6/2022 12:00
8954,7/6/2022 12:30,NSW1,9164,7/6/2022 12:30
8955,7/6/2022 13:00,NSW1,9132,7/6/2022 13:00
8956,7/6/2022 13:30,NSW1,9069,7/6/2022 13:30
8957,7/6/2022 14:00,NSW1,9102,7/6/2022 14:00
8958,7/6/2022 14:30,NSW1,9197,7/6/2022 14:30
8959,7/6/2022 15:00,NSW1,9310,7/6/2022 15:00
8960,7/6/2022 15:30,NSW1,9403,7/6/2022 15:30
8961,7/6/2022 16:00,NSW1,9541,7/6/2022 16:00
8962,7/6/2022 16:30,NSW1,9751,7/6/2022 16:30
8963,7/6/2022 17:00,NSW1,10098,7/6/2022 17:00
8964,7/6/2022 17:30,NSW1,10472,7/6/2022 17:30
8965,7/6/2022 18:00,NSW1,10594,7/6/2022 18:00
8966,7/6/2022 18:30,NSW1,10468,7/6/2022 18:30
8967,7/6/2022 19:00,NSW1,10352,7/6/2022 19:00
8968,7/6/2022 19:30,NSW1,10129,7/6/2022 19:30
8969,7/6/2022 20:00,NSW1,10157,7/6/2022 20:00
8970,7/6/2022 20:30,NSW1,9976,7/6/2022 20:30
8971,7/6/2022 21:00,NSW1,9733,7/6/2022 21:00
8972,7/6/2022 21:30,NSW1,9490,7/6/2022 21:30
8973,7/6/2022 22:00,NSW1,9193,7/6/2022 22:00
8974,7/6/2022 22:30,NSW1,9056,7/6/2022 22:30
8975,7/6/2022 23:00,NSW1,8827,7/6/2022 23:00
8976,7/6/2022 23:30,NSW1,8596,7/6/2022 23:30
8977,7/7/2022 0:00,NSW1,8460,7/7/2022 0:00
8978,7/7/2022 0:30,NSW1,8276,7/7/2022 0:30
8979,7/7/2022 1:00,NSW1,8061,7/7/2022 1:00
8980,7/7/2022 1:30,NSW1,7854,7/7/2022 1:30
8981,7/7/2022 2:00,NSW1,7626,7/7/2022 2:00
8982,7/7/2022 2:30,NSW1,7362,7/7/2022 2:30
8983,7/7/2022 3:00,NSW1,7133,7/7/2022 3:00
8984,7/7/2022 3:30,NSW1,6934,7/7/2022 3:30
8985,7/7/2022 4:00,NSW1,6802,7/7/2022 4:00
8986,7/7/2022 4:30,NSW1,6817,7/7/2022 4:30
8987,7/7/2022 5:00,NSW1,6912,7/7/2022 5:00
8988,7/7/2022 5:30,NSW1,7129,7/7/2022 5:30
8989,7/7/2022 6:00,NSW1,7408,7/7/2022 6:00
8990,7/7/2022 6:30,NSW1,7912,7/7/2022 6:30
8991,7/7/2022 7:00,NSW1,8397,7/7/2022 7:00
8992,7/7/2022 7:30,NSW1,8786,7/7/2022 7:30
8993,7/7/2022 8:00,NSW1,9064,7/7/2022 8:00
8994,7/7/2022 8:30,NSW1,9164,7/7/2022 8:30
8995,7/7/2022 9:00,NSW1,9024,7/7/2022 9:00
8996,7/7/2022 9:30,NSW1,8898,7/7/2022 9:30
8997,7/7/2022 10:00,NSW1,8671,7/7/2022 10:00
8998,7/7/2022 10:30,NSW1,8450,7/7/2022 10:30
8999,7/7/2022 11:00,NSW1,8270,7/7/2022 11:00
9000,7/7/2022 11:30,NSW1,8007,7/7/2022 11:30
9001,7/7/2022 12:00,NSW1,7765,7/7/2022 12:00
9002,7/7/2022 12:30,NSW1,7647,7/7/2022 12:30
9003,7/7/2022 13:00,NSW1,7725,7/7/2022 13:00
9004,7/7/2022 13:30,NSW1,7753,7/7/2022 13:30
9005,7/7/2022 14:00,NSW1,7782,7/7/2022 14:00
9006,7/7/2022 14:30,NSW1,7802,7/7/2022 14:30
9007,7/7/2022 15:00,NSW1,7898,7/7/2022 15:00
9008,7/7/2022 15:30,NSW1,8186,7/7/2022 15:30
9009,7/7/2022 16:00,NSW1,8434,7/7/2022 16:00
9010,7/7/2022 16:30,NSW1,8873,7/7/2022 16:30
9011,7/7/2022 17:00,NSW1,9389,7/7/2022 17:00
9012,7/7/2022 17:30,NSW1,9957,7/7/2022 17:30
9013,7/7/2022 18:00,NSW1,10478,7/7/2022 18:00
9014,7/7/2022 18:30,NSW1,10517,7/7/2022 18:30
9015,7/7/2022 19:00,NSW1,10477,7/7/2022 19:00
9016,7/7/2022 19:30,NSW1,10263,7/7/2022 19:30
9017,7/7/2022 20:00,NSW1,10174,7/7/2022 20:00
9018,7/7/2022 20:30,NSW1,10088,7/7/2022 20:30
9019,7/7/2022 21:00,NSW1,9935,7/7/2022 21:00
9020,7/7/2022 21:30,NSW1,9680,7/7/2022 21:30
9021,7/7/2022 22:00,NSW1,9430,7/7/2022 22:00
9022,7/7/2022 22:30,NSW1,9310,7/7/2022 22:30
9023,7/7/2022 23:00,NSW1,8976,7/7/2022 23:00
9024,7/7/2022 23:30,NSW1,8851,7/7/2022 23:30
9025,7/8/2022 0:00,NSW1,8690,7/8/2022 0:00
9026,7/8/2022 0:30,NSW1,8496,7/8/2022 0:30
9027,7/8/2022 1:00,NSW1,8299,7/8/2022 1:00
9028,7/8/2022 1:30,NSW1,8058,7/8/2022 1:30
9029,7/8/2022 2:00,NSW1,7833,7/8/2022 2:00
9030,7/8/2022 2:30,NSW1,7548,7/8/2022 2:30
9031,7/8/2022 3:00,NSW1,7321,7/8/2022 3:00
9032,7/8/2022 3:30,NSW1,7168,7/8/2022 3:30
9033,7/8/2022 4:00,NSW1,7090,7/8/2022 4:00
9034,7/8/2022 4:30,NSW1,7105,7/8/2022 4:30
9035,7/8/2022 5:00,NSW1,7225,7/8/2022 5:00
9036,7/8/2022 5:30,NSW1,7509,7/8/2022 5:30
9037,7/8/2022 6:00,NSW1,7867,7/8/2022 6:00
9038,7/8/2022 6:30,NSW1,8489,7/8/2022 6:30
9039,7/8/2022 7:00,NSW1,9057,7/8/2022 7:00
9040,7/8/2022 7:30,NSW1,9553,7/8/2022 7:30
9041,7/8/2022 8:00,NSW1,9834,7/8/2022 8:00
9042,7/8/2022 8:30,NSW1,9850,7/8/2022 8:30
9043,7/8/2022 9:00,NSW1,9627,7/8/2022 9:00
9044,7/8/2022 9:30,NSW1,9260,7/8/2022 9:30
9045,7/8/2022 10:00,NSW1,8826,7/8/2022 10:00
9046,7/8/2022 10:30,NSW1,8522,7/8/2022 10:30
9047,7/8/2022 11:00,NSW1,8175,7/8/2022 11:00
9048,7/8/2022 11:30,NSW1,7903,7/8/2022 11:30
9049,7/8/2022 12:00,NSW1,7717,7/8/2022 12:00
9050,7/8/2022 12:30,NSW1,7603,7/8/2022 12:30
9051,7/8/2022 13:00,NSW1,7557,7/8/2022 13:00
9052,7/8/2022 13:30,NSW1,7645,7/8/2022 13:30
9053,7/8/2022 14:00,NSW1,7713,7/8/2022 14:00
9054,7/8/2022 14:30,NSW1,7888,7/8/2022 14:30
9055,7/8/2022 15:00,NSW1,8141,7/8/2022 15:00
9056,7/8/2022 15:30,NSW1,8522,7/8/2022 15:30
9057,7/8/2022 16:00,NSW1,8910,7/8/2022 16:00
9058,7/8/2022 16:30,NSW1,9501,7/8/2022 16:30
9059,7/8/2022 17:00,NSW1,10183,7/8/2022 17:00
9060,7/8/2022 17:30,NSW1,10796,7/8/2022 17:30
9061,7/8/2022 18:00,NSW1,11108,7/8/2022 18:00
9062,7/8/2022 18:30,NSW1,11093,7/8/2022 18:30
9063,7/8/2022 19:00,NSW1,11020,7/8/2022 19:00
9064,7/8/2022 19:30,NSW1,10878,7/8/2022 19:30
9065,7/8/2022 20:00,NSW1,10989,7/8/2022 20:00
9066,7/8/2022 20:30,NSW1,10797,7/8/2022 20:30
9067,7/8/2022 21:00,NSW1,10623,7/8/2022 21:00
9068,7/8/2022 21:30,NSW1,10354,7/8/2022 21:30
9069,7/8/2022 22:00,NSW1,10040,7/8/2022 22:00
9070,7/8/2022 22:30,NSW1,9872,7/8/2022 22:30
9071,7/8/2022 23:00,NSW1,9628,7/8/2022 23:00
9072,7/8/2022 23:30,NSW1,9378,7/8/2022 23:30
9073,7/9/2022 0:00,NSW1,9177,7/9/2022 0:00
9074,7/9/2022 0:30,NSW1,8934,7/9/2022 0:30
9075,7/9/2022 1:00,NSW1,8726,7/9/2022 1:00
9076,7/9/2022 1:30,NSW1,8464,7/9/2022 1:30
9077,7/9/2022 2:00,NSW1,8178,7/9/2022 2:00
9078,7/9/2022 2:30,NSW1,7847,7/9/2022 2:30
9079,7/9/2022 3:00,NSW1,7599,7/9/2022 3:00
9080,7/9/2022 3:30,NSW1,7374,7/9/2022 3:30
9081,7/9/2022 4:00,NSW1,7255,7/9/2022 4:00
9082,7/9/2022 4:30,NSW1,7180,7/9/2022 4:30
9083,7/9/2022 5:00,NSW1,7234,7/9/2022 5:00
9084,7/9/2022 5:30,NSW1,7365,7/9/2022 5:30
9085,7/9/2022 6:00,NSW1,7590,7/9/2022 6:00
9086,7/9/2022 6:30,NSW1,7941,7/9/2022 6:30
9087,7/9/2022 7:00,NSW1,8345,7/9/2022 7:00
9088,7/9/2022 7:30,NSW1,8747,7/9/2022 7:30
9089,7/9/2022 8:00,NSW1,9114,7/9/2022 8:00
9090,7/9/2022 8:30,NSW1,9243,7/9/2022 8:30
9091,7/9/2022 9:00,NSW1,9101,7/9/2022 9:00
9092,7/9/2022 9:30,NSW1,8908,7/9/2022 9:30
9093,7/9/2022 10:00,NSW1,8462,7/9/2022 10:00
9094,7/9/2022 10:30,NSW1,8058,7/9/2022 10:30
9095,7/9/2022 11:00,NSW1,7649,7/9/2022 11:00
9096,7/9/2022 11:30,NSW1,7230,7/9/2022 11:30
9097,7/9/2022 12:00,NSW1,6957,7/9/2022 12:00
9098,7/9/2022 12:30,NSW1,6781,7/9/2022 12:30
9099,7/9/2022 13:00,NSW1,6667,7/9/2022 13:00
9100,7/9/2022 13:30,NSW1,6663,7/9/2022 13:30
9101,7/9/2022 14:00,NSW1,6804,7/9/2022 14:00
9102,7/9/2022 14:30,NSW1,7002,7/9/2022 14:30
9103,7/9/2022 15:00,NSW1,7307,7/9/2022 15:00
9104,7/9/2022 15:30,NSW1,7702,7/9/2022 15:30
9105,7/9/2022 16:00,NSW1,8199,7/9/2022 16:00
9106,7/9/2022 16:30,NSW1,8759,7/9/2022 16:30
9107,7/9/2022 17:00,NSW1,9436,7/9/2022 17:00
9108,7/9/2022 17:30,NSW1,9998,7/9/2022 17:30
9109,7/9/2022 18:00,NSW1,10266,7/9/2022 18:00
9110,7/9/2022 18:30,NSW1,10393,7/9/2022 18:30
9111,7/9/2022 19:00,NSW1,10297,7/9/2022 19:00
9112,7/9/2022 19:30,NSW1,10166,7/9/2022 19:30
9113,7/9/2022 20:00,NSW1,10211,7/9/2022 20:00
9114,7/9/2022 20:30,NSW1,10220,7/9/2022 20:30
9115,7/9/2022 21:00,NSW1,10075,7/9/2022 21:00
9116,7/9/2022 21:30,NSW1,9912,7/9/2022 21:30
9117,7/9/2022 22:00,NSW1,9680,7/9/2022 22:00
9118,7/9/2022 22:30,NSW1,9536,7/9/2022 22:30
9119,7/9/2022 23:00,NSW1,9290,7/9/2022 23:00
9120,7/9/2022 23:30,NSW1,9018,7/9/2022 23:30
9121,7/10/2022 0:00,NSW1,8827,7/10/2022 0:00
9122,7/10/2022 0:30,NSW1,8581,7/10/2022 0:30
9123,7/10/2022 1:00,NSW1,8365,7/10/2022 1:00
9124,7/10/2022 1:30,NSW1,8067,7/10/2022 1:30
9125,7/10/2022 2:00,NSW1,7815,7/10/2022 2:00
9126,7/10/2022 2:30,NSW1,7544,7/10/2022 2:30
9127,7/10/2022 3:00,NSW1,7310,7/10/2022 3:00
9128,7/10/2022 3:30,NSW1,7184,7/10/2022 3:30
9129,7/10/2022 4:00,NSW1,7097,7/10/2022 4:00
9130,7/10/2022 4:30,NSW1,7074,7/10/2022 4:30
9131,7/10/2022 5:00,NSW1,7124,7/10/2022 5:00
9132,7/10/2022 5:30,NSW1,7199,7/10/2022 5:30
9133,7/10/2022 6:00,NSW1,7334,7/10/2022 6:00
9134,7/10/2022 6:30,NSW1,7558,7/10/2022 6:30
9135,7/10/2022 7:00,NSW1,7844,7/10/2022 7:00
9136,7/10/2022 7:30,NSW1,8213,7/10/2022 7:30
9137,7/10/2022 8:00,NSW1,8630,7/10/2022 8:00
9138,7/10/2022 8:30,NSW1,9003,7/10/2022 8:30
9139,7/10/2022 9:00,NSW1,9211,7/10/2022 9:00
9140,7/10/2022 9:30,NSW1,9257,7/10/2022 9:30
9141,7/10/2022 10:00,NSW1,9191,7/10/2022 10:00
9142,7/10/2022 10:30,NSW1,9147,7/10/2022 10:30
9143,7/10/2022 11:00,NSW1,8919,7/10/2022 11:00
9144,7/10/2022 11:30,NSW1,8604,7/10/2022 11:30
9145,7/10/2022 12:00,NSW1,8357,7/10/2022 12:00
9146,7/10/2022 12:30,NSW1,8179,7/10/2022 12:30
9147,7/10/2022 13:00,NSW1,8250,7/10/2022 13:00
9148,7/10/2022 13:30,NSW1,8189,7/10/2022 13:30
9149,7/10/2022 14:00,NSW1,8166,7/10/2022 14:00
9150,7/10/2022 14:30,NSW1,8207,7/10/2022 14:30
9151,7/10/2022 15:00,NSW1,8499,7/10/2022 15:00
9152,7/10/2022 15:30,NSW1,8831,7/10/2022 15:30
9153,7/10/2022 16:00,NSW1,9167,7/10/2022 16:00
9154,7/10/2022 16:30,NSW1,9576,7/10/2022 16:30
9155,7/10/2022 17:00,NSW1,10139,7/10/2022 17:00
9156,7/10/2022 17:30,NSW1,10664,7/10/2022 17:30
9157,7/10/2022 18:00,NSW1,11170,7/10/2022 18:00
9158,7/10/2022 18:30,NSW1,11279,7/10/2022 18:30
9159,7/10/2022 19:00,NSW1,11165,7/10/2022 19:00
9160,7/10/2022 19:30,NSW1,10928,7/10/2022 19:30
9161,7/10/2022 20:00,NSW1,10680,7/10/2022 20:00
9162,7/10/2022 20:30,NSW1,10506,7/10/2022 20:30
9163,7/10/2022 21:00,NSW1,10281,7/10/2022 21:00
9164,7/10/2022 21:30,NSW1,9977,7/10/2022 21:30
9165,7/10/2022 22:00,NSW1,9653,7/10/2022 22:00
9166,7/10/2022 22:30,NSW1,9408,7/10/2022 22:30
9167,7/10/2022 23:00,NSW1,9088,7/10/2022 23:00
9168,7/10/2022 23:30,NSW1,8879,7/10/2022 23:30
9169,7/11/2022 0:00,NSW1,8660,7/11/2022 0:00
9170,7/11/2022 0:30,NSW1,8408,7/11/2022 0:30
9171,7/11/2022 1:00,NSW1,8221,7/11/2022 1:00
9172,7/11/2022 1:30,NSW1,7988,7/11/2022 1:30
9173,7/11/2022 2:00,NSW1,7768,7/11/2022 2:00
9174,7/11/2022 2:30,NSW1,7501,7/11/2022 2:30
9175,7/11/2022 3:00,NSW1,7278,7/11/2022 3:00
9176,7/11/2022 3:30,NSW1,7158,7/11/2022 3:30
9177,7/11/2022 4:00,NSW1,7067,7/11/2022 4:00
9178,7/11/2022 4:30,NSW1,7100,7/11/2022 4:30
9179,7/11/2022 5:00,NSW1,7224,7/11/2022 5:00
9180,7/11/2022 5:30,NSW1,7539,7/11/2022 5:30
9181,7/11/2022 6:00,NSW1,7876,7/11/2022 6:00
9182,7/11/2022 6:30,NSW1,8538,7/11/2022 6:30
9183,7/11/2022 7:00,NSW1,9154,7/11/2022 7:00
9184,7/11/2022 7:30,NSW1,9620,7/11/2022 7:30
9185,7/11/2022 8:00,NSW1,9961,7/11/2022 8:00
9186,7/11/2022 8:30,NSW1,10065,7/11/2022 8:30
9187,7/11/2022 9:00,NSW1,9915,7/11/2022 9:00
9188,7/11/2022 9:30,NSW1,9668,7/11/2022 9:30
9189,7/11/2022 10:00,NSW1,9322,7/11/2022 10:00
9190,7/11/2022 10:30,NSW1,9046,7/11/2022 10:30
9191,7/11/2022 11:00,NSW1,8704,7/11/2022 11:00
9192,7/11/2022 11:30,NSW1,8473,7/11/2022 11:30
9193,7/11/2022 12:00,NSW1,8301,7/11/2022 12:00
9194,7/11/2022 12:30,NSW1,8195,7/11/2022 12:30
9195,7/11/2022 13:00,NSW1,8339,7/11/2022 13:00
9196,7/11/2022 13:30,NSW1,8520,7/11/2022 13:30
9197,7/11/2022 14:00,NSW1,8623,7/11/2022 14:00
9198,7/11/2022 14:30,NSW1,8757,7/11/2022 14:30
9199,7/11/2022 15:00,NSW1,8888,7/11/2022 15:00
9200,7/11/2022 15:30,NSW1,9058,7/11/2022 15:30
9201,7/11/2022 16:00,NSW1,9364,7/11/2022 16:00
9202,7/11/2022 16:30,NSW1,9831,7/11/2022 16:30
9203,7/11/2022 17:00,NSW1,10462,7/11/2022 17:00
9204,7/11/2022 17:30,NSW1,11064,7/11/2022 17:30
9205,7/11/2022 18:00,NSW1,11403,7/11/2022 18:00
9206,7/11/2022 18:30,NSW1,11421,7/11/2022 18:30
9207,7/11/2022 19:00,NSW1,11303,7/11/2022 19:00
9208,7/11/2022 19:30,NSW1,11045,7/11/2022 19:30
9209,7/11/2022 20:00,NSW1,11095,7/11/2022 20:00
9210,7/11/2022 20:30,NSW1,10989,7/11/2022 20:30
9211,7/11/2022 21:00,NSW1,10688,7/11/2022 21:00
9212,7/11/2022 21:30,NSW1,10367,7/11/2022 21:30
9213,7/11/2022 22:00,NSW1,9989,7/11/2022 22:00
9214,7/11/2022 22:30,NSW1,9723,7/11/2022 22:30
9215,7/11/2022 23:00,NSW1,9394,7/11/2022 23:00
9216,7/11/2022 23:30,NSW1,9142,7/11/2022 23:30
9217,7/12/2022 0:00,NSW1,8975,7/12/2022 0:00
9218,7/12/2022 0:30,NSW1,8773,7/12/2022 0:30
9219,7/12/2022 1:00,NSW1,8595,7/12/2022 1:00
9220,7/12/2022 1:30,NSW1,8430,7/12/2022 1:30
9221,7/12/2022 2:00,NSW1,8161,7/12/2022 2:00
9222,7/12/2022 2:30,NSW1,7879,7/12/2022 2:30
9223,7/12/2022 3:00,NSW1,7624,7/12/2022 3:00
9224,7/12/2022 3:30,NSW1,7462,7/12/2022 3:30
9225,7/12/2022 4:00,NSW1,7379,7/12/2022 4:00
9226,7/12/2022 4:30,NSW1,7406,7/12/2022 4:30
9227,7/12/2022 5:00,NSW1,7522,7/12/2022 5:00
9228,7/12/2022 5:30,NSW1,7843,7/12/2022 5:30
9229,7/12/2022 6:00,NSW1,8214,7/12/2022 6:00
9230,7/12/2022 6:30,NSW1,8869,7/12/2022 6:30
9231,7/12/2022 7:00,NSW1,9548,7/12/2022 7:00
9232,7/12/2022 7:30,NSW1,10083,7/12/2022 7:30
9233,7/12/2022 8:00,NSW1,10485,7/12/2022 8:00
9234,7/12/2022 8:30,NSW1,10639,7/12/2022 8:30
9235,7/12/2022 9:00,NSW1,10503,7/12/2022 9:00
9236,7/12/2022 9:30,NSW1,10111,7/12/2022 9:30
9237,7/12/2022 10:00,NSW1,9734,7/12/2022 10:00
9238,7/12/2022 10:30,NSW1,9299,7/12/2022 10:30
9239,7/12/2022 11:00,NSW1,8858,7/12/2022 11:00
9240,7/12/2022 11:30,NSW1,8521,7/12/2022 11:30
9241,7/12/2022 12:00,NSW1,8230,7/12/2022 12:00
9242,7/12/2022 12:30,NSW1,8046,7/12/2022 12:30
9243,7/12/2022 13:00,NSW1,7995,7/12/2022 13:00
9244,7/12/2022 13:30,NSW1,8050,7/12/2022 13:30
9245,7/12/2022 14:00,NSW1,8126,7/12/2022 14:00
9246,7/12/2022 14:30,NSW1,8304,7/12/2022 14:30
9247,7/12/2022 15:00,NSW1,8444,7/12/2022 15:00
9248,7/12/2022 15:30,NSW1,8810,7/12/2022 15:30
9249,7/12/2022 16:00,NSW1,9219,7/12/2022 16:00
9250,7/12/2022 16:30,NSW1,9685,7/12/2022 16:30
9251,7/12/2022 17:00,NSW1,10372,7/12/2022 17:00
9252,7/12/2022 17:30,NSW1,10979,7/12/2022 17:30
9253,7/12/2022 18:00,NSW1,11362,7/12/2022 18:00
9254,7/12/2022 18:30,NSW1,11450,7/12/2022 18:30
9255,7/12/2022 19:00,NSW1,11389,7/12/2022 19:00
9256,7/12/2022 19:30,NSW1,11175,7/12/2022 19:30
9257,7/12/2022 20:00,NSW1,11160,7/12/2022 20:00
9258,7/12/2022 20:30,NSW1,11079,7/12/2022 20:30
9259,7/12/2022 21:00,NSW1,10769,7/12/2022 21:00
9260,7/12/2022 21:30,NSW1,10460,7/12/2022 21:30
9261,7/12/2022 22:00,NSW1,10092,7/12/2022 22:00
9262,7/12/2022 22:30,NSW1,9803,7/12/2022 22:30
9263,7/12/2022 23:00,NSW1,9466,7/12/2022 23:00
9264,7/12/2022 23:30,NSW1,9174,7/12/2022 23:30
9265,7/13/2022 0:00,NSW1,8978,7/13/2022 0:00
9266,7/13/2022 0:30,NSW1,8753,7/13/2022 0:30
9267,7/13/2022 1:00,NSW1,8619,7/13/2022 1:00
9268,7/13/2022 1:30,NSW1,8387,7/13/2022 1:30
9269,7/13/2022 2:00,NSW1,8152,7/13/2022 2:00
9270,7/13/2022 2:30,NSW1,7856,7/13/2022 2:30
9271,7/13/2022 3:00,NSW1,7594,7/13/2022 3:00
9272,7/13/2022 3:30,NSW1,7385,7/13/2022 3:30
9273,7/13/2022 4:00,NSW1,7308,7/13/2022 4:00
9274,7/13/2022 4:30,NSW1,7305,7/13/2022 4:30
9275,7/13/2022 5:00,NSW1,7388,7/13/2022 5:00
9276,7/13/2022 5:30,NSW1,7728,7/13/2022 5:30
9277,7/13/2022 6:00,NSW1,8105,7/13/2022 6:00
9278,7/13/2022 6:30,NSW1,8761,7/13/2022 6:30
9279,7/13/2022 7:00,NSW1,9387,7/13/2022 7:00
9280,7/13/2022 7:30,NSW1,9882,7/13/2022 7:30
9281,7/13/2022 8:00,NSW1,10178,7/13/2022 8:00
9282,7/13/2022 8:30,NSW1,10233,7/13/2022 8:30
9283,7/13/2022 9:00,NSW1,10023,7/13/2022 9:00
9284,7/13/2022 9:30,NSW1,9717,7/13/2022 9:30
9285,7/13/2022 10:00,NSW1,9312,7/13/2022 10:00
9286,7/13/2022 10:30,NSW1,8998,7/13/2022 10:30
9287,7/13/2022 11:00,NSW1,8785,7/13/2022 11:00
9288,7/13/2022 11:30,NSW1,8560,7/13/2022 11:30
9289,7/13/2022 12:00,NSW1,8364,7/13/2022 12:00
9290,7/13/2022 12:30,NSW1,8354,7/13/2022 12:30
9291,7/13/2022 13:00,NSW1,8325,7/13/2022 13:00
9292,7/13/2022 13:30,NSW1,8406,7/13/2022 13:30
9293,7/13/2022 14:00,NSW1,8479,7/13/2022 14:00
9294,7/13/2022 14:30,NSW1,8612,7/13/2022 14:30
9295,7/13/2022 15:00,NSW1,8963,7/13/2022 15:00
9296,7/13/2022 15:30,NSW1,9353,7/13/2022 15:30
9297,7/13/2022 16:00,NSW1,9783,7/13/2022 16:00
9298,7/13/2022 16:30,NSW1,10306,7/13/2022 16:30
9299,7/13/2022 17:00,NSW1,10865,7/13/2022 17:00
9300,7/13/2022 17:30,NSW1,11422,7/13/2022 17:30
9301,7/13/2022 18:00,NSW1,11768,7/13/2022 18:00
9302,7/13/2022 18:30,NSW1,11750,7/13/2022 18:30
9303,7/13/2022 19:00,NSW1,11669,7/13/2022 19:00
9304,7/13/2022 19:30,NSW1,11438,7/13/2022 19:30
9305,7/13/2022 20:00,NSW1,11471,7/13/2022 20:00
9306,7/13/2022 20:30,NSW1,11282,7/13/2022 20:30
9307,7/13/2022 21:00,NSW1,10990,7/13/2022 21:00
9308,7/13/2022 21:30,NSW1,10738,7/13/2022 21:30
9309,7/13/2022 22:00,NSW1,10432,7/13/2022 22:00
9310,7/13/2022 22:30,NSW1,10172,7/13/2022 22:30
9311,7/13/2022 23:00,NSW1,9801,7/13/2022 23:00
9312,7/13/2022 23:30,NSW1,9496,7/13/2022 23:30
9313,7/14/2022 0:00,NSW1,9270,7/14/2022 0:00
9314,7/14/2022 0:30,NSW1,9029,7/14/2022 0:30
