,INTERVAL_DATETIME,REGIONID,ACTUAL_OPERATIONAL_DEMAND,LASTCHANGED
2725,2/26/2022 18:00,NSW1,8101,2/26/2022 18:00
2726,2/26/2022 18:30,NSW1,8124,2/26/2022 18:30
2727,2/26/2022 19:00,NSW1,8156,2/26/2022 19:00
2728,2/26/2022 19:30,NSW1,8096,2/26/2022 19:30
2729,2/26/2022 20:00,NSW1,7945,2/26/2022 20:00
2730,2/26/2022 20:30,NSW1,7787,2/26/2022 20:30
2731,2/26/2022 21:00,NSW1,7665,2/26/2022 21:00
2732,2/26/2022 21:30,NSW1,7623,2/26/2022 21:30
2733,2/26/2022 22:00,NSW1,7583,2/26/2022 22:00
2734,2/26/2022 22:30,NSW1,7546,2/26/2022 22:30
2735,2/26/2022 23:00,NSW1,7406,2/26/2022 23:00
2736,2/26/2022 23:30,NSW1,7231,2/26/2022 23:30
2737,2/27/2022 0:00,NSW1,7112,2/27/2022 0:00
2738,2/27/2022 0:30,NSW1,6928,2/27/2022 0:30
2739,2/27/2022 1:00,NSW1,6741,2/27/2022 1:00
2740,2/27/2022 1:30,NSW1,6499,2/27/2022 1:30
2741,2/27/2022 2:00,NSW1,6316,2/27/2022 2:00
2742,2/27/2022 2:30,NSW1,6229,2/27/2022 2:30
2743,2/27/2022 3:00,NSW1,6204,2/27/2022 3:00
2744,2/27/2022 3:30,NSW1,6146,2/27/2022 3:30
2745,2/27/2022 4:00,NSW1,6125,2/27/2022 4:00
2746,2/27/2022 4:30,NSW1,6174,2/27/2022 4:30
2747,2/27/2022 5:00,NSW1,6192,2/27/2022 5:00
2748,2/27/2022 5:30,NSW1,6316,2/27/2022 5:30
2749,2/27/2022 6:00,NSW1,6441,2/27/2022 6:00
2750,2/27/2022 6:30,NSW1,6558,2/27/2022 6:30
2751,2/27/2022 7:00,NSW1,6633,2/27/2022 7:00
2752,2/27/2022 7:30,NSW1,6727,2/27/2022 7:30
2753,2/27/2022 8:00,NSW1,6863,2/27/2022 8:00
2754,2/27/2022 8:30,NSW1,6900,2/27/2022 8:30
2755,2/27/2022 9:00,NSW1,6884,2/27/2022 9:00
2756,2/27/2022 9:30,NSW1,7008,2/27/2022 9:30
2757,2/27/2022 10:00,NSW1,6996,2/27/2022 10:00
2758,2/27/2022 10:30,NSW1,7048,2/27/2022 10:30
2759,2/27/2022 11:00,NSW1,7084,2/27/2022 11:00
2760,2/27/2022 11:30,NSW1,7069,2/27/2022 11:30
2761,2/27/2022 12:00,NSW1,7052,2/27/2022 12:00
2762,2/27/2022 12:30,NSW1,7069,2/27/2022 12:30
2763,2/27/2022 13:00,NSW1,7133,2/27/2022 13:00
2764,2/27/2022 13:30,NSW1,7127,2/27/2022 13:30
2765,2/27/2022 14:00,NSW1,7121,2/27/2022 14:00
2766,2/27/2022 14:30,NSW1,7234,2/27/2022 14:30
2767,2/27/2022 15:00,NSW1,7400,2/27/2022 15:00
2768,2/27/2022 15:30,NSW1,7468,2/27/2022 15:30
2769,2/27/2022 16:00,NSW1,7772,2/27/2022 16:00
2770,2/27/2022 16:30,NSW1,8062,2/27/2022 16:30
2771,2/27/2022 17:00,NSW1,8362,2/27/2022 17:00
2772,2/27/2022 17:30,NSW1,8467,2/27/2022 17:30
2773,2/27/2022 18:00,NSW1,8572,2/27/2022 18:00
2774,2/27/2022 18:30,NSW1,8548,2/27/2022 18:30
2775,2/27/2022 19:00,NSW1,8570,2/27/2022 19:00
2776,2/27/2022 19:30,NSW1,8543,2/27/2022 19:30
2777,2/27/2022 20:00,NSW1,8353,2/27/2022 20:00
2778,2/27/2022 20:30,NSW1,8175,2/27/2022 20:30
2779,2/27/2022 21:00,NSW1,7964,2/27/2022 21:00
2780,2/27/2022 21:30,NSW1,7797,2/27/2022 21:30
2781,2/27/2022 22:00,NSW1,7690,2/27/2022 22:00
2782,2/27/2022 22:30,NSW1,7588,2/27/2022 22:30
2783,2/27/2022 23:00,NSW1,7383,2/27/2022 23:00
2784,2/27/2022 23:30,NSW1,7237,2/27/2022 23:30
2785,2/28/2022 0:00,NSW1,7136,2/28/2022 0:00
2786,2/28/2022 0:30,NSW1,6981,2/28/2022 0:30
2787,2/28/2022 1:00,NSW1,6810,2/28/2022 1:00
2788,2/28/2022 1:30,NSW1,6584,2/28/2022 1:30
2789,2/28/2022 2:00,NSW1,6415,2/28/2022 2:00
2790,2/28/2022 2:30,NSW1,6351,2/28/2022 2:30
2791,2/28/2022 3:00,NSW1,6353,2/28/2022 3:00
2792,2/28/2022 3:30,NSW1,6351,2/28/2022 3:30
2793,2/28/2022 4:00,NSW1,6398,2/28/2022 4:00
2794,2/28/2022 4:30,NSW1,6547,2/28/2022 4:30
2795,2/28/2022 5:00,NSW1,6772,2/28/2022 5:00
2796,2/28/2022 5:30,NSW1,7175,2/28/2022 5:30
2797,2/28/2022 6:00,NSW1,7602,2/28/2022 6:00
2798,2/28/2022 6:30,NSW1,7989,2/28/2022 6:30
2799,2/28/2022 7:00,NSW1,8288,2/28/2022 7:00
2800,2/28/2022 7:30,NSW1,8385,2/28/2022 7:30
2801,2/28/2022 8:00,NSW1,8435,2/28/2022 8:00
2802,2/28/2022 8:30,NSW1,8391,2/28/2022 8:30
2803,2/28/2022 9:00,NSW1,8387,2/28/2022 9:00
2804,2/28/2022 9:30,NSW1,8423,2/28/2022 9:30
2805,2/28/2022 10:00,NSW1,8459,2/28/2022 10:00
2806,2/28/2022 10:30,NSW1,8433,2/28/2022 10:30
2807,2/28/2022 11:00,NSW1,8404,2/28/2022 11:00
2808,2/28/2022 11:30,NSW1,8304,2/28/2022 11:30
2809,2/28/2022 12:00,NSW1,8270,2/28/2022 12:00
2810,2/28/2022 12:30,NSW1,8186,2/28/2022 12:30
2811,2/28/2022 13:00,NSW1,7976,2/28/2022 13:00
2812,2/28/2022 13:30,NSW1,7984,2/28/2022 13:30
2813,2/28/2022 14:00,NSW1,8039,2/28/2022 14:00
2814,2/28/2022 14:30,NSW1,8141,2/28/2022 14:30
2815,2/28/2022 15:00,NSW1,8394,2/28/2022 15:00
2816,2/28/2022 15:30,NSW1,8608,2/28/2022 15:30
2817,2/28/2022 16:00,NSW1,8702,2/28/2022 16:00
2818,2/28/2022 16:30,NSW1,8767,2/28/2022 16:30
2819,2/28/2022 17:00,NSW1,8924,2/28/2022 17:00
2820,2/28/2022 17:30,NSW1,8951,2/28/2022 17:30
2821,2/28/2022 18:00,NSW1,8960,2/28/2022 18:00
2822,2/28/2022 18:30,NSW1,8862,2/28/2022 18:30
2823,2/28/2022 19:00,NSW1,8896,2/28/2022 19:00
2824,2/28/2022 19:30,NSW1,8776,2/28/2022 19:30
2825,2/28/2022 20:00,NSW1,8535,2/28/2022 20:00
2826,2/28/2022 20:30,NSW1,8314,2/28/2022 20:30
2827,2/28/2022 21:00,NSW1,8123,2/28/2022 21:00
2828,2/28/2022 21:30,NSW1,8017,2/28/2022 21:30
2829,2/28/2022 22:00,NSW1,7883,2/28/2022 22:00
2830,2/28/2022 22:30,NSW1,7808,2/28/2022 22:30
2831,2/28/2022 23:00,NSW1,7697,2/28/2022 23:00
2832,2/28/2022 23:30,NSW1,7537,2/28/2022 23:30
2833,3/1/2022 0:00,NSW1,7426,3/1/2022 0:00
2834,3/1/2022 0:30,NSW1,7254,3/1/2022 0:30
2835,3/1/2022 1:00,NSW1,7018,3/1/2022 1:00
2836,3/1/2022 1:30,NSW1,6742,3/1/2022 1:30
2837,3/1/2022 2:00,NSW1,6533,3/1/2022 2:00
2838,3/1/2022 2:30,NSW1,6377,3/1/2022 2:30
2839,3/1/2022 3:00,NSW1,6319,3/1/2022 3:00
2840,3/1/2022 3:30,NSW1,6347,3/1/2022 3:30
2841,3/1/2022 4:00,NSW1,6433,3/1/2022 4:00
2842,3/1/2022 4:30,NSW1,6590,3/1/2022 4:30
2843,3/1/2022 5:00,NSW1,6810,3/1/2022 5:00
2844,3/1/2022 5:30,NSW1,7235,3/1/2022 5:30
2845,3/1/2022 6:00,NSW1,7665,3/1/2022 6:00
2846,3/1/2022 6:30,NSW1,7991,3/1/2022 6:30
2847,3/1/2022 7:00,NSW1,8266,3/1/2022 7:00
2848,3/1/2022 7:30,NSW1,8373,3/1/2022 7:30
2849,3/1/2022 8:00,NSW1,8363,3/1/2022 8:00
2850,3/1/2022 8:30,NSW1,8356,3/1/2022 8:30
2851,3/1/2022 9:00,NSW1,8207,3/1/2022 9:00
2852,3/1/2022 9:30,NSW1,8189,3/1/2022 9:30
2853,3/1/2022 10:00,NSW1,8138,3/1/2022 10:00
2854,3/1/2022 10:30,NSW1,8064,3/1/2022 10:30
2855,3/1/2022 11:00,NSW1,7991,3/1/2022 11:00
2856,3/1/2022 11:30,NSW1,7865,3/1/2022 11:30
2857,3/1/2022 12:00,NSW1,7885,3/1/2022 12:00
2858,3/1/2022 12:30,NSW1,7851,3/1/2022 12:30
2859,3/1/2022 13:00,NSW1,7898,3/1/2022 13:00
2860,3/1/2022 13:30,NSW1,7872,3/1/2022 13:30
2861,3/1/2022 14:00,NSW1,7935,3/1/2022 14:00
2862,3/1/2022 14:30,NSW1,7974,3/1/2022 14:30
2863,3/1/2022 15:00,NSW1,8146,3/1/2022 15:00
2864,3/1/2022 15:30,NSW1,8211,3/1/2022 15:30
2865,3/1/2022 16:00,NSW1,8362,3/1/2022 16:00
2866,3/1/2022 16:30,NSW1,8501,3/1/2022 16:30
2867,3/1/2022 17:00,NSW1,8709,3/1/2022 17:00
2868,3/1/2022 17:30,NSW1,8751,3/1/2022 17:30
2869,3/1/2022 18:00,NSW1,8875,3/1/2022 18:00
2870,3/1/2022 18:30,NSW1,8819,3/1/2022 18:30
2871,3/1/2022 19:00,NSW1,8756,3/1/2022 19:00
2872,3/1/2022 19:30,NSW1,8641,3/1/2022 19:30
2873,3/1/2022 20:00,NSW1,8430,3/1/2022 20:00
2874,3/1/2022 20:30,NSW1,8201,3/1/2022 20:30
2875,3/1/2022 21:00,NSW1,7991,3/1/2022 21:00
2876,3/1/2022 21:30,NSW1,7880,3/1/2022 21:30
2877,3/1/2022 22:00,NSW1,7812,3/1/2022 22:00
2878,3/1/2022 22:30,NSW1,7761,3/1/2022 22:30
2879,3/1/2022 23:00,NSW1,7636,3/1/2022 23:00
2880,3/1/2022 23:30,NSW1,7493,3/1/2022 23:30
2881,3/2/2022 0:00,NSW1,7401,3/2/2022 0:00
2882,3/2/2022 0:30,NSW1,7253,3/2/2022 0:30
2883,3/2/2022 1:00,NSW1,7038,3/2/2022 1:00
2884,3/2/2022 1:30,NSW1,6750,3/2/2022 1:30
2885,3/2/2022 2:00,NSW1,6454,3/2/2022 2:00
2886,3/2/2022 2:30,NSW1,6321,3/2/2022 2:30
2887,3/2/2022 3:00,NSW1,6273,3/2/2022 3:00
2888,3/2/2022 3:30,NSW1,6255,3/2/2022 3:30
2889,3/2/2022 4:00,NSW1,6305,3/2/2022 4:00
2890,3/2/2022 4:30,NSW1,6475,3/2/2022 4:30
2891,3/2/2022 5:00,NSW1,6685,3/2/2022 5:00
2892,3/2/2022 5:30,NSW1,7059,3/2/2022 5:30
2893,3/2/2022 6:00,NSW1,7517,3/2/2022 6:00
2894,3/2/2022 6:30,NSW1,7873,3/2/2022 6:30
2895,3/2/2022 7:00,NSW1,8215,3/2/2022 7:00
2896,3/2/2022 7:30,NSW1,8319,3/2/2022 7:30
2897,3/2/2022 8:00,NSW1,8324,3/2/2022 8:00
2898,3/2/2022 8:30,NSW1,8431,3/2/2022 8:30
2899,3/2/2022 9:00,NSW1,8460,3/2/2022 9:00
2900,3/2/2022 9:30,NSW1,8443,3/2/2022 9:30
2901,3/2/2022 10:00,NSW1,8422,3/2/2022 10:00
2902,3/2/2022 10:30,NSW1,8379,3/2/2022 10:30
2903,3/2/2022 11:00,NSW1,8310,3/2/2022 11:00
2904,3/2/2022 11:30,NSW1,8232,3/2/2022 11:30
2905,3/2/2022 12:00,NSW1,8232,3/2/2022 12:00
2906,3/2/2022 12:30,NSW1,8150,3/2/2022 12:30
2907,3/2/2022 13:00,NSW1,8106,3/2/2022 13:00
2908,3/2/2022 13:30,NSW1,8099,3/2/2022 13:30
2909,3/2/2022 14:00,NSW1,8039,3/2/2022 14:00
2910,3/2/2022 14:30,NSW1,8049,3/2/2022 14:30
2911,3/2/2022 15:00,NSW1,8213,3/2/2022 15:00
2912,3/2/2022 15:30,NSW1,8361,3/2/2022 15:30
2913,3/2/2022 16:00,NSW1,8478,3/2/2022 16:00
2914,3/2/2022 16:30,NSW1,8622,3/2/2022 16:30
2915,3/2/2022 17:00,NSW1,8825,3/2/2022 17:00
2916,3/2/2022 17:30,NSW1,8859,3/2/2022 17:30
2917,3/2/2022 18:00,NSW1,8884,3/2/2022 18:00
2918,3/2/2022 18:30,NSW1,8738,3/2/2022 18:30
2919,3/2/2022 19:00,NSW1,8670,3/2/2022 19:00
2920,3/2/2022 19:30,NSW1,8504,3/2/2022 19:30
2921,3/2/2022 20:00,NSW1,8307,3/2/2022 20:00
2922,3/2/2022 20:30,NSW1,8132,3/2/2022 20:30
2923,3/2/2022 21:00,NSW1,7893,3/2/2022 21:00
2924,3/2/2022 21:30,NSW1,7823,3/2/2022 21:30
2925,3/2/2022 22:00,NSW1,7749,3/2/2022 22:00
2926,3/2/2022 22:30,NSW1,7692,3/2/2022 22:30
2927,3/2/2022 23:00,NSW1,7586,3/2/2022 23:00
2928,3/2/2022 23:30,NSW1,7457,3/2/2022 23:30
2929,3/3/2022 0:00,NSW1,7354,3/3/2022 0:00
2930,3/3/2022 0:30,NSW1,7173,3/3/2022 0:30
2931,3/3/2022 1:00,NSW1,6974,3/3/2022 1:00
2932,3/3/2022 1:30,NSW1,6678,3/3/2022 1:30
2933,3/3/2022 2:00,NSW1,6434,3/3/2022 2:00
2934,3/3/2022 2:30,NSW1,6318,3/3/2022 2:30
2935,3/3/2022 3:00,NSW1,6247,3/3/2022 3:00
2936,3/3/2022 3:30,NSW1,6224,3/3/2022 3:30
2937,3/3/2022 4:00,NSW1,6296,3/3/2022 4:00
2938,3/3/2022 4:30,NSW1,6483,3/3/2022 4:30
2939,3/3/2022 5:00,NSW1,6686,3/3/2022 5:00
2940,3/3/2022 5:30,NSW1,7090,3/3/2022 5:30
2941,3/3/2022 6:00,NSW1,7560,3/3/2022 6:00
2942,3/3/2022 6:30,NSW1,7896,3/3/2022 6:30
2943,3/3/2022 7:00,NSW1,8169,3/3/2022 7:00
2944,3/3/2022 7:30,NSW1,8303,3/3/2022 7:30
2945,3/3/2022 8:00,NSW1,8229,3/3/2022 8:00
2946,3/3/2022 8:30,NSW1,8403,3/3/2022 8:30
2947,3/3/2022 9:00,NSW1,8322,3/3/2022 9:00
2948,3/3/2022 9:30,NSW1,8366,3/3/2022 9:30
2949,3/3/2022 10:00,NSW1,8321,3/3/2022 10:00
2950,3/3/2022 10:30,NSW1,8107,3/3/2022 10:30
2951,3/3/2022 11:00,NSW1,7971,3/3/2022 11:00
2952,3/3/2022 11:30,NSW1,7773,3/3/2022 11:30
2953,3/3/2022 12:00,NSW1,7744,3/3/2022 12:00
2954,3/3/2022 12:30,NSW1,7685,3/3/2022 12:30
2955,3/3/2022 13:00,NSW1,7793,3/3/2022 13:00
2956,3/3/2022 13:30,NSW1,7833,3/3/2022 13:30
2957,3/3/2022 14:00,NSW1,7823,3/3/2022 14:00
2958,3/3/2022 14:30,NSW1,7858,3/3/2022 14:30
2959,3/3/2022 15:00,NSW1,8099,3/3/2022 15:00
2960,3/3/2022 15:30,NSW1,8151,3/3/2022 15:30
2961,3/3/2022 16:00,NSW1,8414,3/3/2022 16:00
2962,3/3/2022 16:30,NSW1,8614,3/3/2022 16:30
2963,3/3/2022 17:00,NSW1,8840,3/3/2022 17:00
2964,3/3/2022 17:30,NSW1,8940,3/3/2022 17:30
2965,3/3/2022 18:00,NSW1,9023,3/3/2022 18:00
2966,3/3/2022 18:30,NSW1,8998,3/3/2022 18:30
2967,3/3/2022 19:00,NSW1,8981,3/3/2022 19:00
2968,3/3/2022 19:30,NSW1,8914,3/3/2022 19:30
2969,3/3/2022 20:00,NSW1,8692,3/3/2022 20:00
2970,3/3/2022 20:30,NSW1,8407,3/3/2022 20:30
2971,3/3/2022 21:00,NSW1,8150,3/3/2022 21:00
2972,3/3/2022 21:30,NSW1,8082,3/3/2022 21:30
2973,3/3/2022 22:00,NSW1,7966,3/3/2022 22:00
2974,3/3/2022 22:30,NSW1,7903,3/3/2022 22:30
2975,3/3/2022 23:00,NSW1,7781,3/3/2022 23:00
2976,3/3/2022 23:30,NSW1,7624,3/3/2022 23:30
2977,3/4/2022 0:00,NSW1,7540,3/4/2022 0:00
2978,3/4/2022 0:30,NSW1,7332,3/4/2022 0:30
2979,3/4/2022 1:00,NSW1,7144,3/4/2022 1:00
2980,3/4/2022 1:30,NSW1,6835,3/4/2022 1:30
2981,3/4/2022 2:00,NSW1,6623,3/4/2022 2:00
2982,3/4/2022 2:30,NSW1,6471,3/4/2022 2:30
2983,3/4/2022 3:00,NSW1,6437,3/4/2022 3:00
2984,3/4/2022 3:30,NSW1,6427,3/4/2022 3:30
2985,3/4/2022 4:00,NSW1,6466,3/4/2022 4:00
2986,3/4/2022 4:30,NSW1,6636,3/4/2022 4:30
2987,3/4/2022 5:00,NSW1,6786,3/4/2022 5:00
2988,3/4/2022 5:30,NSW1,7162,3/4/2022 5:30
2989,3/4/2022 6:00,NSW1,7599,3/4/2022 6:00
2990,3/4/2022 6:30,NSW1,7967,3/4/2022 6:30
2991,3/4/2022 7:00,NSW1,8171,3/4/2022 7:00
2992,3/4/2022 7:30,NSW1,8220,3/4/2022 7:30
2993,3/4/2022 8:00,NSW1,8246,3/4/2022 8:00
2994,3/4/2022 8:30,NSW1,8221,3/4/2022 8:30
2995,3/4/2022 9:00,NSW1,8152,3/4/2022 9:00
2996,3/4/2022 9:30,NSW1,8109,3/4/2022 9:30
2997,3/4/2022 10:00,NSW1,8015,3/4/2022 10:00
2998,3/4/2022 10:30,NSW1,7823,3/4/2022 10:30
2999,3/4/2022 11:00,NSW1,7781,3/4/2022 11:00
3000,3/4/2022 11:30,NSW1,7739,3/4/2022 11:30
3001,3/4/2022 12:00,NSW1,7713,3/4/2022 12:00
3002,3/4/2022 12:30,NSW1,7750,3/4/2022 12:30
3003,3/4/2022 13:00,NSW1,7683,3/4/2022 13:00
3004,3/4/2022 13:30,NSW1,7819,3/4/2022 13:30
3005,3/4/2022 14:00,NSW1,7875,3/4/2022 14:00
3006,3/4/2022 14:30,NSW1,7928,3/4/2022 14:30
3007,3/4/2022 15:00,NSW1,8155,3/4/2022 15:00
3008,3/4/2022 15:30,NSW1,8394,3/4/2022 15:30
3009,3/4/2022 16:00,NSW1,8628,3/4/2022 16:00
3010,3/4/2022 16:30,NSW1,8908,3/4/2022 16:30
3011,3/4/2022 17:00,NSW1,9097,3/4/2022 17:00
3012,3/4/2022 17:30,NSW1,9115,3/4/2022 17:30
3013,3/4/2022 18:00,NSW1,9209,3/4/2022 18:00
3014,3/4/2022 18:30,NSW1,9196,3/4/2022 18:30
3015,3/4/2022 19:00,NSW1,9154,3/4/2022 19:00
3016,3/4/2022 19:30,NSW1,9019,3/4/2022 19:30
3017,3/4/2022 20:00,NSW1,8816,3/4/2022 20:00
3018,3/4/2022 20:30,NSW1,8628,3/4/2022 20:30
3019,3/4/2022 21:00,NSW1,8403,3/4/2022 21:00
3020,3/4/2022 21:30,NSW1,8335,3/4/2022 21:30
3021,3/4/2022 22:00,NSW1,8214,3/4/2022 22:00
3022,3/4/2022 22:30,NSW1,8159,3/4/2022 22:30
3023,3/4/2022 23:00,NSW1,7998,3/4/2022 23:00
3024,3/4/2022 23:30,NSW1,7823,3/4/2022 23:30
3025,3/5/2022 0:00,NSW1,7650,3/5/2022 0:00
3026,3/5/2022 0:30,NSW1,7411,3/5/2022 0:30
3027,3/5/2022 1:00,NSW1,7174,3/5/2022 1:00
3028,3/5/2022 1:30,NSW1,6918,3/5/2022 1:30
3029,3/5/2022 2:00,NSW1,6675,3/5/2022 2:00
3030,3/5/2022 2:30,NSW1,6516,3/5/2022 2:30
3031,3/5/2022 3:00,NSW1,6435,3/5/2022 3:00
3032,3/5/2022 3:30,NSW1,6416,3/5/2022 3:30
3033,3/5/2022 4:00,NSW1,6384,3/5/2022 4:00
3034,3/5/2022 4:30,NSW1,6431,3/5/2022 4:30
3035,3/5/2022 5:00,NSW1,6529,3/5/2022 5:00
3036,3/5/2022 5:30,NSW1,6725,3/5/2022 5:30
3037,3/5/2022 6:00,NSW1,6859,3/5/2022 6:00
3038,3/5/2022 6:30,NSW1,6981,3/5/2022 6:30
3039,3/5/2022 7:00,NSW1,7124,3/5/2022 7:00
3040,3/5/2022 7:30,NSW1,7409,3/5/2022 7:30
3041,3/5/2022 8:00,NSW1,7541,3/5/2022 8:00
3042,3/5/2022 8:30,NSW1,7636,3/5/2022 8:30
3043,3/5/2022 9:00,NSW1,7572,3/5/2022 9:00
3044,3/5/2022 9:30,NSW1,7554,3/5/2022 9:30
3045,3/5/2022 10:00,NSW1,7616,3/5/2022 10:00
3046,3/5/2022 10:30,NSW1,7574,3/5/2022 10:30
3047,3/5/2022 11:00,NSW1,7642,3/5/2022 11:00
3048,3/5/2022 11:30,NSW1,7491,3/5/2022 11:30
3049,3/5/2022 12:00,NSW1,7515,3/5/2022 12:00
3050,3/5/2022 12:30,NSW1,7500,3/5/2022 12:30
3051,3/5/2022 13:00,NSW1,7562,3/5/2022 13:00
3052,3/5/2022 13:30,NSW1,7546,3/5/2022 13:30
3053,3/5/2022 14:00,NSW1,7590,3/5/2022 14:00
3054,3/5/2022 14:30,NSW1,7634,3/5/2022 14:30
3055,3/5/2022 15:00,NSW1,7822,3/5/2022 15:00
3056,3/5/2022 15:30,NSW1,8072,3/5/2022 15:30
3057,3/5/2022 16:00,NSW1,8401,3/5/2022 16:00
3058,3/5/2022 16:30,NSW1,8597,3/5/2022 16:30
3059,3/5/2022 17:00,NSW1,8822,3/5/2022 17:00
3060,3/5/2022 17:30,NSW1,8853,3/5/2022 17:30
3061,3/5/2022 18:00,NSW1,8946,3/5/2022 18:00
3062,3/5/2022 18:30,NSW1,8927,3/5/2022 18:30
3063,3/5/2022 19:00,NSW1,8877,3/5/2022 19:00
3064,3/5/2022 19:30,NSW1,8775,3/5/2022 19:30
3065,3/5/2022 20:00,NSW1,8604,3/5/2022 20:00
3066,3/5/2022 20:30,NSW1,8380,3/5/2022 20:30
3067,3/5/2022 21:00,NSW1,8193,3/5/2022 21:00
3068,3/5/2022 21:30,NSW1,7996,3/5/2022 21:30
3069,3/5/2022 22:00,NSW1,7661,3/5/2022 22:00
3070,3/5/2022 22:30,NSW1,7435,3/5/2022 22:30
3071,3/5/2022 23:00,NSW1,7369,3/5/2022 23:00
3072,3/5/2022 23:30,NSW1,7333,3/5/2022 23:30
3073,3/6/2022 0:00,NSW1,7221,3/6/2022 0:00
3074,3/6/2022 0:30,NSW1,7004,3/6/2022 0:30
3075,3/6/2022 1:00,NSW1,6839,3/6/2022 1:00
3076,3/6/2022 1:30,NSW1,6610,3/6/2022 1:30
3077,3/6/2022 2:00,NSW1,6390,3/6/2022 2:00
3078,3/6/2022 2:30,NSW1,6284,3/6/2022 2:30
3079,3/6/2022 3:00,NSW1,6222,3/6/2022 3:00
3080,3/6/2022 3:30,NSW1,6175,3/6/2022 3:30
3081,3/6/2022 4:00,NSW1,6205,3/6/2022 4:00
3082,3/6/2022 4:30,NSW1,6242,3/6/2022 4:30
3083,3/6/2022 5:00,NSW1,6246,3/6/2022 5:00
3084,3/6/2022 5:30,NSW1,6365,3/6/2022 5:30
3085,3/6/2022 6:00,NSW1,6476,3/6/2022 6:00
3086,3/6/2022 6:30,NSW1,6667,3/6/2022 6:30
3087,3/6/2022 7:00,NSW1,6830,3/6/2022 7:00
3088,3/6/2022 7:30,NSW1,7052,3/6/2022 7:30
3089,3/6/2022 8:00,NSW1,7239,3/6/2022 8:00
3090,3/6/2022 8:30,NSW1,7349,3/6/2022 8:30
3091,3/6/2022 9:00,NSW1,7479,3/6/2022 9:00
3092,3/6/2022 9:30,NSW1,7421,3/6/2022 9:30
3093,3/6/2022 10:00,NSW1,7404,3/6/2022 10:00
3094,3/6/2022 10:30,NSW1,7388,3/6/2022 10:30
3095,3/6/2022 11:00,NSW1,7303,3/6/2022 11:00
3096,3/6/2022 11:30,NSW1,7250,3/6/2022 11:30
3097,3/6/2022 12:00,NSW1,7107,3/6/2022 12:00
3098,3/6/2022 12:30,NSW1,7032,3/6/2022 12:30
3099,3/6/2022 13:00,NSW1,7015,3/6/2022 13:00
3100,3/6/2022 13:30,NSW1,7162,3/6/2022 13:30
3101,3/6/2022 14:00,NSW1,7262,3/6/2022 14:00
3102,3/6/2022 14:30,NSW1,7472,3/6/2022 14:30
3103,3/6/2022 15:00,NSW1,7797,3/6/2022 15:00
3104,3/6/2022 15:30,NSW1,7902,3/6/2022 15:30
3105,3/6/2022 16:00,NSW1,7939,3/6/2022 16:00
3106,3/6/2022 16:30,NSW1,8142,3/6/2022 16:30
3107,3/6/2022 17:00,NSW1,8333,3/6/2022 17:00
3108,3/6/2022 17:30,NSW1,8432,3/6/2022 17:30
3109,3/6/2022 18:00,NSW1,8610,3/6/2022 18:00
3110,3/6/2022 18:30,NSW1,8622,3/6/2022 18:30
3111,3/6/2022 19:00,NSW1,8641,3/6/2022 19:00
3112,3/6/2022 19:30,NSW1,8537,3/6/2022 19:30
3113,3/6/2022 20:00,NSW1,8361,3/6/2022 20:00
3114,3/6/2022 20:30,NSW1,8179,3/6/2022 20:30
3115,3/6/2022 21:00,NSW1,8014,3/6/2022 21:00
3116,3/6/2022 21:30,NSW1,7903,3/6/2022 21:30
3117,3/6/2022 22:00,NSW1,7750,3/6/2022 22:00
3118,3/6/2022 22:30,NSW1,7633,3/6/2022 22:30
3119,3/6/2022 23:00,NSW1,7469,3/6/2022 23:00
3120,3/6/2022 23:30,NSW1,7324,3/6/2022 23:30
3121,3/7/2022 0:00,NSW1,7203,3/7/2022 0:00
3122,3/7/2022 0:30,NSW1,7038,3/7/2022 0:30
3123,3/7/2022 1:00,NSW1,6875,3/7/2022 1:00
3124,3/7/2022 1:30,NSW1,6627,3/7/2022 1:30
3125,3/7/2022 2:00,NSW1,6480,3/7/2022 2:00
3126,3/7/2022 2:30,NSW1,6384,3/7/2022 2:30
3127,3/7/2022 3:00,NSW1,6327,3/7/2022 3:00
3128,3/7/2022 3:30,NSW1,6333,3/7/2022 3:30
3129,3/7/2022 4:00,NSW1,6400,3/7/2022 4:00
3130,3/7/2022 4:30,NSW1,6601,3/7/2022 4:30
3131,3/7/2022 5:00,NSW1,6799,3/7/2022 5:00
3132,3/7/2022 5:30,NSW1,7243,3/7/2022 5:30
3133,3/7/2022 6:00,NSW1,7687,3/7/2022 6:00
3134,3/7/2022 6:30,NSW1,8064,3/7/2022 6:30
3135,3/7/2022 7:00,NSW1,8396,3/7/2022 7:00
3136,3/7/2022 7:30,NSW1,8565,3/7/2022 7:30
3137,3/7/2022 8:00,NSW1,8625,3/7/2022 8:00
3138,3/7/2022 8:30,NSW1,8713,3/7/2022 8:30
3139,3/7/2022 9:00,NSW1,8765,3/7/2022 9:00
3140,3/7/2022 9:30,NSW1,8759,3/7/2022 9:30
3141,3/7/2022 10:00,NSW1,8814,3/7/2022 10:00
3142,3/7/2022 10:30,NSW1,8819,3/7/2022 10:30
3143,3/7/2022 11:00,NSW1,8732,3/7/2022 11:00
3144,3/7/2022 11:30,NSW1,8591,3/7/2022 11:30
3145,3/7/2022 12:00,NSW1,8496,3/7/2022 12:00
3146,3/7/2022 12:30,NSW1,8421,3/7/2022 12:30
